rc_building_id,simstadt_building_id,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct
DEBW_52210003uss,DEBW_52210003uss,9012.241945722599,11227.0,-2214.7580542774012,-19.72706915718715
DEBW_52210003uzO,DEBW_52210003uzO,9900.680600364294,12547.0,-2646.319399635706,-21.091252089230142
DEBW_52210003v4C,DEBW_52210003v4C,5953.443163622393,6824.0,-870.5568363776074,-12.757280720656613
DEBW_52210003vBM,DEBW_52210003vBM,9773.36235647535,11877.3,-2103.9376435246486,-17.713938719445068
DEBW_52210003xIr,DEBW_52210003xIr,5648.504315485353,6528.0,-879.4956845146471,-13.472666735824864
DEBW_52210003xN2,DEBW_52210003xN2,9893.609304859601,10371.999999999998,-478.39069514039693,-4.612328337257973
DEBW_52210003xXe,DEBW_52210003xXe,15258.061301402882,19704.1,-4446.038698597116,-22.5640282915592
DEBW_52210004EqD,DEBW_52210004EqD,8896.325151789677,9062.6,-166.2748482103234,-1.8347367003985986
DEBW_52210004FOx,DEBW_52210004FOx,5853.44489820389,7650.7,-1797.2551017961096,-23.491381204283392
DEBW_52210004FT7,DEBW_52210004FT7,9596.074440590588,12867.4,-3271.3255594094117,-25.423361047370967
DEBW_52210004Faf,DEBW_52210004Faf,6759.369082768499,7208.6,-449.23091723150173,-6.231874666807726
DEBW_52210004Fca,DEBW_52210004Fca,2197.5489668806786,3024.0,-826.4510331193214,-27.329729931194493
DEBW_52210004FnA,DEBW_52210004FnA,6423.58412470531,7113.900000000001,-690.3158752946902,-9.703761302445777
DEBW_52210004G6k,DEBW_52210004G6k,8323.5104444646,11101.5,-2777.9895555353996,-25.023551371755165
DEBW_52210004GDQ,DEBW_52210004GDQ,8905.244336739426,10934.999999999998,-2029.755663260572,-18.56200880896728
DEBW_52210004GPg,DEBW_52210004GPg,8287.15161538297,9673.900000000001,-1386.7483846170308,-14.334946449901597
DEBW_52210004Gqv,DEBW_52210004Gqv,5525.497113228776,5246.799999999999,278.6971132287763,5.311754083036829
DEBW_52210004H20,DEBW_52210004H20,22289.65275869225,25844.399999999998,-3554.7472413077485,-13.754419685919384
DEBW_52210004HIN,DEBW_52210004HIN,8143.751467372252,7389.299999999999,754.4514673722524,10.210053284780054
DEBW_52210004HiD,DEBW_52210004HiD,9975.047814305644,12305.2,-2330.1521856943564,-18.936321113792186
DEBW_52210004Hls,DEBW_52210004Hls,6626.812307725244,7408.6,-781.7876922747564,-10.552434903689717
DEBW_52210004HpC,DEBW_52210004HpC,7968.748051730755,8677.2,-708.4519482692458,-8.164522521887772
DEBW_52210004HrR,DEBW_52210004HrR,11150.144248374561,14011.0,-2860.8557516254386,-20.41864072247119
DEBW_52210004HxR,DEBW_52210004HxR,6642.044150636581,7611.400000000001,-969.3558493634191,-12.735578860175774
