rc_building_id,simstadt_building_id,match_type,annual_rc_cooling_kwh,annual_simstadt_cooling_kwh,annual_diff_cooling_kwh,annual_diff_cooling_pct,hours_compared,mae_kwh_h,rmse_kwh_h,bias_kwh_h,corr,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct
DEBW_52210005jPg,DEBW_52210005jPg,exact,3452.9868347956753,10037.0,-6584.013165204325,-65.59742119362683,8760,0.7040853710531674,1.1737117204640193,-0.15780431689162822,0.9632526799211305,32160.93418402934,33543.3,-1382.3658159706647,-4.121138397148356
DEBW_52210005k39,DEBW_52210005k39,exact,4978.676111891223,10853.0,-5874.323888108777,-54.12626820334264,8760,1.1116460378676836,1.6956340500205762,-0.8572054382557927,0.9670527559775448,35924.28036087926,43433.40000000001,-7509.119639120749,-17.288813768023566
DEBW_52210005k3y,DEBW_52210005k3y,exact,3191.2535157396774,8569.0,-5377.746484260322,-62.75815712755657,8760,0.5985555641437066,1.0197370809009052,-0.08507721417431868,0.9645168053866252,28848.12360383297,29593.4,-745.2763961670316,-2.518387195006426
DEBW_52210005xLD,DEBW_52210005xLD,exact,3397.468927182369,8837.0,-5439.531072817631,-61.554046314559585,8760,0.6726964022288284,1.108641559701334,-0.21061362918639573,0.9627898893553377,29493.924608327172,31338.9,-1844.9753916728296,-5.887173422401007
DEBW_52210005xM5,DEBW_52210005xM5,exact,4080.6106535648364,11665.0,-7584.389346435164,-65.01833987514071,8760,0.8261970305308097,1.3452575954717023,-0.29581173991743404,0.9632551781537062,35401.889158323276,37993.2,-2591.310841676721,-6.820459560333747
DEBW_52210005xO2,DEBW_52210005xO2,exact,1996.5567721360387,5474.0,-3477.4432278639615,-63.52654782360179,8760,0.5477905124679161,0.8464709650610253,-0.34257106436804435,0.9675454489766391,20664.67747613593,23665.600000000002,-3000.922523864072,-12.680525842843924
DEBW_52210005xRe,DEBW_52210005xRe,exact,1058.83722755809,2564.0,-1505.16277244191,-58.70369627308541,8760,0.20050518915150958,0.3426715623539686,-0.04084145888346928,0.9542546655971864,8340.228820180808,8698.0,-357.7711798191922,-4.113257988263879
DEBW_52210005xix,DEBW_52210005xix,exact,2585.874298466027,7527.0,-4941.1257015339725,-65.64535275055098,8760,0.5153309308068009,0.9140024494903564,0.1355421385963976,0.958435242048122,23949.149134104442,22761.800000000003,1187.3491341044391,5.216411417833559
DEBW_52210005xzK,DEBW_52210005xzK,exact,2031.6280695024134,5883.0,-3851.3719304975866,-65.46612154508902,8760,0.45608459014200414,0.7709344051020068,-0.0755229312841389,0.9661056121071564,22497.219121950944,23158.800000000003,-661.5808780490588,-2.856714847267815
DEBW_52210005y1r,DEBW_52210005y1r,exact,3771.130536129492,11174.0,-7402.869463870507,-66.25084538992758,8760,0.7497206330536377,1.3207021243878367,0.08593343480409027,0.9623097947931082,36777.27688888383,36024.5,752.7768888838327,2.0896248077942308
DEBW_52210005y86,DEBW_52210005y86,exact,3215.5379068998723,9697.0,-6481.462093100128,-66.83986896050456,8760,0.7001753402855933,1.1275628897269125,-0.26482706210261125,0.9613424335408663,28484.514935981126,30804.4,-2319.8850640188757,-7.531018503911375
DEBW_52210005yG0,DEBW_52210005yG0,exact,4216.521782808958,12023.0,-7806.478217191042,-64.92953686426884,8760,0.8296105938536127,1.4413776357298553,-0.0036027180484561466,0.9632496328084028,40536.14018989552,40567.7,-31.55981010447431,-0.07779541385011798
DEBW_52210005yIg,DEBW_52210005yIg,exact,2650.8572352243386,8641.0,-5990.142764775661,-69.32233265566093,8760,0.5276807980147927,0.9343905797900902,0.08762826569994664,0.9623834405530617,25964.423607531535,25196.8,767.6236075315355,3.0465122854153526
DEBW_52210005yi4,DEBW_52210005yi4,exact,1420.654773011127,3335.0,-1914.345226988873,-57.40165598167535,8760,0.2440600968014603,0.40417644106112366,-0.0848317724505778,0.9655372543372238,11139.673673332938,11882.800000000001,-743.126326667063,-6.253798150831984
DEBW_52210005yjZ,DEBW_52210005yjZ,exact,4368.477614789056,11698.0,-7329.522385210944,-62.65620093358646,8760,0.7912015779677793,1.3388249085126076,-0.158008539166532,0.9634669150196574,36900.04519690118,38284.2,-1384.1548030988197,-3.615472709626477
DEBW_52210005ylp,DEBW_52210005ylp,exact,2975.3168857819146,9041.0,-6065.683114218085,-67.0908429843832,8760,0.601908637096146,1.0145606530734241,-0.11200849789438264,0.9670872598661324,29722.505558445206,30703.7,-981.194441554795,-3.1956879514677223
DEBW_52210005ynV,DEBW_52210005ynV,exact,1783.2619459667208,4103.0,-2319.7380540332792,-56.537607946216895,8760,0.19249044368853446,0.3339457428675541,-0.011173597769809277,0.9467378898491753,7348.719283536471,7446.6,-97.8807164635291,-1.3144349966901552
