GMLId;ParentGMLId;Latitude;Longitude;X-coordinate;Y-coordinate;LOD;Year of construction;Year of refurbishment;Refurbishment Variant;ALKIS code;PrimaryUsageZoneType;PrimaryUsageZoneArea;SecondaryUsageZoneType;SecondaryUsageZoneArea;BuildingType;Footprint area;Total wall thermal area above ground;Total wall thermal area below ground;Total outwall area;Total shared wall area;Total roof area;Gross volume;Is Gross volume approximated?;Heated volume;Ridge/mean Height;Eaves/mean Height;Storey number;Average Storey Height;Number of households;Number of occupants;Attic Heating;Basement Heating;Basement ceiling height above ground;Surface area to volume ratio;Heated area;Mean Uvalue;Specific domestic hot water demand;Domestic hot water demand;Specific space heating demand;Yearly Heating demand;Total Yearly Heating + DHW demand;January Heating demand;February Heating demand;March Heating demand;April Heating demand;May Heating demand;June Heating demand;July Heating demand;August Heating demand;September Heating demand;October Heating demand;November Heating demand;December Heating demand;Specific space Cooling demand;Yearly Cooling demand;January Cooling demand;February Cooling demand;March Cooling demand;April Cooling demand;May Cooling demand;June Cooling demand;July Cooling demand;August Cooling demand;September Cooling demand;October Cooling demand;November Cooling demand;December Cooling demand
[-];[-];[°];[°];[?];[?];LOD;[YYYY];[YYYY];[-];[-];[-];[m²];[-];[m²];[-];[m²];[m²];[m²];[m²];[m²];[m²];[m³];[0/1];[m³];[m];[m];[-];[m];[-];[-];[-];[-];[m];[m⁻¹];[m²];[W/(m²·K)];[kWh/(m²·a)];[kWh/a];[kWh/(m²·a)];[kWh/a];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh/(m²·a)];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh]
DEBW_52210004zEA;;48,77303;9,20670;515187,34;5402245,68;LOD_2;1980;;Original;31001_2463;garage;16,0;none;0,0;RH;20,0;32,0;0,0;32,0;13,5;20,0;49,9;false;49,9;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,443;16,0;0,88;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zCV;;48,77471;9,20457;515030,24;5402432,08;LOD_2;1980;;Original;31001_1010;residential;52,4;none;0,0;RH;58,5;51,7;0,0;51,7;48,4;61,6;149,4;false;96,1;3,5;1,71;1;1,7;1;2;NOT_HEATED;NO_ROOM;0,0;1,150;52,4;0,75;15,8;829,0;122,0;6390;7219;1491;1165;731;208;27;0;0;0;20;354;990;1406;54,8;2872;1;2;20;111;316;739;895;580;186;20;2;1
DEBW_52210004zFJ;;48,77296;9,20543;515094,08;5402238,15;LOD_2;1980;;Original;31001_2723;shed;23,9;none;0,0;RH;29,8;32,3;0,0;38,8;28,0;29,8;89,6;false;74,7;3,0;3,00;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,5;1,098;23,9;0,81;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zDZ;;48,77249;9,20449;515025,18;5402185,23;LOD_2;1980;;Original;31001_1010;residential;3,2;none;0,0;RH;3,8;15,1;0,0;20,5;11,7;3,8;14,2;false;9,9;3,9;3,62;1;2,6;0;0;NOT_HEATED;NOT_HEATED;1,0;1,974;3,2;1,10;15,8;50,0;260,8;824;874;213;159;88;20;1;0;0;0;0;25;122;196;204,2;645;1;4;17;44;79;141;166;116;57;15;3;1
DEBW_52210004zEf;;48,77149;9,20684;515198,02;5402074,62;LOD_2;1980;;Original;31001_2463;garage;50,2;none;0,0;EFH;62,8;85,6;0,0;85,6;0,0;62,8;156,8;false;156,8;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,347;50,2;0,75;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zDV;;48,77289;9,20675;515190,71;5402230,70;LOD_2;1980;;Original;31001_1010;residential;191,0;none;0,0;EFH;82,9;219,5;0,0;253,1;16,2;110,5;679,8;false;596,9;9,8;6,57;3;2,9;1;4;HEATED;NOT_HEATED;1,0;0,657;191,0;0,93;15,8;3026,0;108,8;20778;23804;4705;3729;2514;882;160;1;0;0;90;1191;3108;4399;29,2;5579;1;4;31;160;466;1349;1868;1259;390;45;4;1
DEBW_52210004zK7;;48,77270;9,20446;515023,01;5402208,36;LOD_2;1980;;Original;31001_1010;residential;35,4;none;0,0;MFH;11,1;96,4;0,0;105,2;51,7;11,2;123,6;false;110,7;11,4;10,94;4;2,5;0;0;NOT_HEATED;NOT_HEATED;0,9;1,032;35,4;1,10;15,8;561,0;160,4;5683;6244;1377;1050;645;205;28;0;0;0;10;250;845;1274;68,5;2429;3;8;43;124;250;528;685;506;222;51;7;3
DEBW_52210004zE4;;48,77372;9,20458;515031,14;5402321,93;LOD_2;1980;;Original;31001_1010;residential;213,3;none;0,0;MFH;75,5;195,0;0,0;219,0;89,7;106,3;741,9;false;666,4;12,3;6,98;4;2,8;2;4;HEATED;NOT_HEATED;1,0;0,540;213,3;0,96;15,8;3378,0;101,6;21676;25054;4814;3867;2657;942;163;1;0;0;114;1335;3264;4518;26,2;5579;1;2;19;128;459;1447;1942;1238;314;27;2;1
DEBW_52210004zL4;;48,77262;9,20752;515247,33;5402200,43;LOD_2;1980;;Original;31001_2463;garage;16,3;none;0,0;RH;18,0;32,4;0,0;32,4;16,9;19,8;54,6;false;43,0;3,7;2,38;1;2,4;0;0;NOT_HEATED;NO_ROOM;0,0;1,286;16,3;0,90;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zH7;;48,77272;9,20720;515223,78;5402211,08;LOD_2;1980;;Original;31001_1010;residential;301,4;none;0,0;MFH;105,6;245,0;0,0;273,3;84,4;148,2;1047,4;false;941,9;12,2;7,51;4;2,8;2;4;HEATED;NOT_HEATED;1,0;0,503;301,4;0,94;15,8;4774,0;90,2;27178;31952;6182;4886;3274;1141;207;1;0;0;115;1532;4063;5777;26,0;7850;1;4;36;201;624;1892;2619;1830;573;62;5;1
DEBW_52210004zMM;;48,77133;9,20731;515232,13;5402057,03;LOD_2;1980;;Original;31001_2463;garage;39,8;none;0,0;EFH;49,6;69,3;0,0;69,7;11,2;49,8;142,4;false;124,4;3,2;2,52;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,0;1,188;39,8;0,77;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zTI;;48,77218;9,20756;515250,64;5402151,00;LOD_2;1980;;Original;31001_2463;garage;17,3;none;0,0;EFH;21,2;47,0;0,0;47,0;0,0;21,2;54,0;true;54,0;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,656;17,3;0,83;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zV8;;48,77463;9,20450;515024,77;5402422,69;LOD_2;1980;;Original;31001_2463;garage;8,9;none;0,0;RH;10,5;33,2;0,0;45,7;20,7;10,5;38,5;false;28,0;3,7;3,65;1;2,7;0;0;NOT_HEATED;NOT_HEATED;1,0;1,733;8,9;1,05;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004za1;;48,77156;9,21333;515674,65;5402083,23;LOD_2;1980;;Original;31001_2463;garage;13,3;none;0,0;RH;16,6;29,8;0,0;32,0;13,7;16,6;44,6;true;41,5;2,7;2,69;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,2;1,460;13,3;0,94;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zaT;;48,77172;9,21100;515503,45;5402101,01;LOD_2;1980;;Original;31001_2463;garage;89,5;none;0,0;RH;48,5;64,8;0,0;64,8;46,7;48,5;187,4;false;187,4;3,9;3,87;2;1,9;0;0;NO_ROOM;NO_ROOM;0,0;0,863;89,5;0,85;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zaj;;48,77459;9,20525;515080,33;5402418,76;LOD_2;1980;;Original;31001_1010;residential;20,1;none;0,0;MFH;6,3;70,3;0,0;73,9;38,9;6,9;70,2;false;62,7;11,8;10,55;4;2,5;0;0;NOT_HEATED;NOT_HEATED;0,6;1,240;20,1;1,13;15,8;318,0;217,6;4368;4686;1003;804;535;176;20;0;0;0;7;232;654;937;57,9;1163;1;2;12;49;124;291;370;228;72;11;2;1
DEBW_52210004zeG;;48,77227;9,20740;515238,81;5402161,19;LOD_2;1980;;Original;31001_2463;garage;69,6;none;0,0;EFH;43,5;131,0;0,0;132,5;7,8;43,5;219,9;false;217,4;5,1;5,06;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,1;0,998;69,6;0,90;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zVF;;48,77173;9,20884;515344,63;5402101,68;LOD_2;1980;;Original;31001_1010;residential;578,0;none;0,0;MFH;158,6;523,6;0,0;568,1;13,9;190,8;1964,7;false;1806,2;15,0;9,21;5;2,8;4;8;HEATED;NOT_HEATED;1,0;0,467;578,0;1,00;15,8;9155,0;89,3;51626;60781;11683;9276;6251;2131;360;2;0;0;225;2991;7769;10940;26,4;15262;2;7;59;373;1269;3804;5139;3480;1022;98;7;2
DEBW_52210004zvw;;48,77469;9,20561;515106,55;5402429,98;LOD_2;1980;;Original;31001_2463;garage;28,6;none;0,0;RH;35,7;44,8;0,0;44,8;15,0;35,7;89,3;false;89,3;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,303;28,6;0,82;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zyP;;48,77158;9,20701;515210,04;5402084,26;LOD_2;1980;;Original;31001_1010;residential;412,4;none;0,0;MFH;118,5;417,8;0,0;420,7;19,4;145,4;1297,5;false;1288,8;12,6;8,38;5;2,5;3;7;HEATED;NOT_HEATED;0,1;0,528;412,4;1,01;15,8;6532,0;97,8;40347;46879;9132;7237;4879;1708;303;2;0;0;181;2319;6041;8546;27,7;11432;2;7;54;299;948;2820;3836;2594;777;86;7;2
DEBW_5221000500F;;48,77273;9,20936;515382,71;5402212,51;LOD_2;1980;;Original;31001_2463;garage;25,0;none;0,0;RH;15,6;62,9;0,0;65,4;22,1;15,6;83,9;false;78,1;5,5;5,20;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,2;1,152;25,0;1,10;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_5221000502w;;48,77135;9,20724;515227,51;5402059,03;LOD_2;1980;;Original;31001_2463;garage;11,7;none;0,0;RH;14,6;27,6;0,0;27,6;11,2;14,6;36,5;false;36,5;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,558;11,7;0,91;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_522100050A3;;48,77320;9,20791;515275,76;5402265,10;LOD_2;1980;;Original;31001_2723;shed;6,4;none;0,0;RH;6,9;14,8;0,0;14,8;7,4;7,1;14,3;false;12,1;2,4;1,76;1;1,8;0;0;NOT_HEATED;NO_ROOM;0,0;2,012;6,4;0,95;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_5221000507n;;48,77420;9,20437;515015,58;5402375,04;LOD_2;1980;;Original;31001_1123;residential;597,5;commercial;140,5;GMH;175,6;592,2;0,0;639,5;38,4;251,0;2481,8;false;2306,2;16,9;11,27;6;2,6;6;10;HEATED;NOT_HEATED;1,0;0,430;738,0;1,01;26,7;19720,0;86,6;63912;83632;14373;11440;7787;2804;538;4;0;1;313;3687;9519;13446;25,0;18484;3;10;77;442;1451;4481;6190;4335;1335;144;12;3
DEBW_522100050K3;;48,77493;9,20580;515120,36;5402457,12;LOD_2;1980;;Original;31001_1131;residential;0,5;industry;2,4;RH;3,0;8,7;0,0;8,7;2,8;3,0;5,1;false;5,1;1,6;1,64;1;1,6;0;0;NOT_HEATED;NO_ROOM;0,0;2,876;2,9;1,01;30,1;88,0;107,2;313;401;92;62;27;4;0;0;0;0;0;4;43;82;164,4;480;2;4;15;35;56;95;114;89;50;16;4;2
DEBW_522100050H1;;48,77338;9,20947;515390,70;5402285,57;LOD_2;1980;;Original;31001_1010;residential;53,9;none;0,0;EFH;29,3;102,7;0,0;102,7;0,0;38,7;144,3;false;116,1;5,9;3,97;2;2,0;1;2;NOT_HEATED;NO_ROOM;0,0;1,183;53,9;0,91;15,8;854,0;132,2;7125;7979;1655;1294;842;283;46;0;0;0;23;373;1066;1543;42,2;2277;1;3;21;86;214;539;716;490;175;27;3;1
DEBW_522100050Oj;;48,77327;9,20845;515315,38;5402272,21;LOD_2;1980;;Original;31001_1010;residential;216,4;none;0,0;MFH;72,9;204,0;0,0;227,7;91,9;96,7;749,0;false;676,1;12,3;8,29;4;2,8;2;4;HEATED;NOT_HEATED;1,0;0,530;216,4;0,97;15,8;3427,0;98,8;21379;24806;4802;3828;2600;903;152;1;0;0;103;1283;3214;4494;27,5;5940;1;3;23;146;507;1501;2021;1339;361;34;3;1
DEBW_522100050uW;;48,77213;9,21068;515479,91;5402146,29;LOD_2;1980;;Original;31001_1010;residential;367,1;none;0,0;EFH;100,8;361,1;0,0;361,1;0,0;100,8;906,4;false;906,4;9,0;8,99;4;2,2;1;4;NOT_HEATED;NO_ROOM;0,0;0,621;367,1;0,92;15,8;5815,0;82,4;30265;36080;6871;5438;3648;1235;206;1;0;0;127;1749;4564;6425;24,4;8969;1;3;30;202;716;2235;3048;2081;597;52;4;1
DEBW_522100050y5;;48,77387;9,20408;514994,47;5402338,27;LOD_2;1980;;Original;31001_1010;residential;244,4;none;0,0;MFH;82,8;294,6;0,0;326,8;13,5;105,2;846,5;false;763,7;12,1;7,91;4;2,8;2;3;HEATED;NOT_HEATED;1,0;0,608;244,4;1,01;15,8;3871,0;107,6;26288;30159;6056;4745;3111;1065;187;1;0;0;102;1417;3945;5659;33,7;8247;2;8;58;264;725;1978;2655;1836;625;85;8;2
DEBW_522100050wu;;48,77453;9,20528;515082,67;5402411,96;LOD_2;1980;;Original;31001_1010;residential;430,5;none;0,0;MFH;121,6;424,1;0,0;461,9;65,1;136,7;1466,8;false;1345,2;13,6;9,95;5;2,5;3;4;HEATED;NOT_HEATED;1,0;0,491;430,5;1,02;15,8;6819,0;93,9;40404;47223;9184;7263;4873;1689;303;2;0;0;171;2289;6047;8583;27,3;11731;2;7;57;312;960;2834;3902;2706;849;93;8;2
DEBW_5221000518C;;48,77497;9,20527;515081,43;5402461,12;LOD_2;1980;;Original;31001_1010;residential;548,3;none;0,0;MFH;121,5;546,8;0,0;546,8;0,0;121,5;1482,5;false;1482,5;12,2;12,20;5;2,4;4;12;NO_ROOM;NO_ROOM;0,0;0,533;548,3;1,01;15,8;8686,0;87,0;47679;56365;10683;8529;5848;2119;401;3;0;0;228;2787;7102;9980;22,2;12188;2;5;43;265;898;2985;4211;2867;826;79;6;2
DEBW_52210005197;;48,77536;9,20921;515370,78;5402505,07;LOD_2;1980;;Original;31001_2740;greenhouse;43,2;none;0,0;EFH;44,4;44,4;0,0;65,0;6,2;47,0;179,5;true;135,1;3,5;1,43;1;2,5;0;0;HEATED;NOT_HEATED;1,0;0,872;43,2;0,81;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_522100051D8;;48,77406;9,20428;515009,25;5402359,48;LOD_2;1980;;Original;31001_2723;shed;89,2;none;0,0;EFH;55,7;191,3;0,0;199,0;0,0;57,1;329,3;false;278,6;6,6;5,24;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,2;0,947;89,2;0,92;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_522100051DN;;48,77282;9,20901;515357,25;5402223,02;LOD_2;1980;;Original;31001_1010;residential;163,8;none;0,0;MFH;57,1;159,4;0,0;178,9;106,9;69,7;569,0;false;511,8;11,5;8,36;4;2,6;1;2;HEATED;NOT_HEATED;1,0;0,537;163,8;0,98;15,8;2594,0;102,8;16841;19435;3738;2998;2076;757;137;1;0;0;91;1031;2515;3497;24,9;4079;1;2;16;94;329;1028;1419;926;239;23;2;1
DEBW_522100051QS;;48,77189;9,20943;515388,21;5402119,60;LOD_2;1980;;Original;31001_2463;garage;14,8;none;0,0;RH;16,2;27,2;0,0;27,2;12,5;16,2;38,0;false;34,5;2,6;2,13;1;2,1;0;0;NOT_HEATED;NO_ROOM;0,0;1,570;14,8;0,89;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_522100051Hd;;48,77469;9,20432;515012,06;5402430,16;LOD_2;1980;;Original;31001_1010;residential;311,1;none;0,0;MFH;83,0;121,1;0,0;125,3;263,8;134,5;999,1;false;972,2;15,3;8,74;6;2,5;2;4;HEATED;NOT_HEATED;0,3;0,343;311,1;0,87;15,8;4928,0;68,8;21410;26338;4648;3793;2712;1030;183;1;0;0;128;1380;3182;4354;15,1;4684;0;0;5;55;297;1210;1734;1135;234;13;1;0
DEBW_522100053KH;;48,77096;9,20818;515296,87;5402015,62;LOD_2;1980;;Original;31001_2463;garage;35,4;none;0,0;RH;9,7;79,6;0,0;79,6;79,3;12,5;94,3;false;88,4;10,3;9,09;4;2,3;0;0;NOT_HEATED;NO_ROOM;0,0;1,079;35,4;1,21;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_522100053Xz;;48,77140;9,21225;515595,74;5402065,31;LOD_2;1980;;Original;31001_1010;residential;69,2;none;0,0;RH;37,4;73,4;0,0;73,4;35,5;37,4;142,7;false;142,7;3,8;3,81;2;1,9;1;1;NO_ROOM;NO_ROOM;0,0;1,039;69,2;0,94;15,8;1095,0;111,4;7703;8798;1729;1382;937;326;55;0;0;0;37;459;1157;1620;30,9;2136;0;1;10;58;189;550;723;461;128;14;1;0
DEBW_522100054BV;;48,77090;9,20844;515315,71;5402009,34;LOD_2;1980;;Original;31001_1010;residential;216,2;none;0,0;MFH;79,6;189,2;0,0;213,6;113,4;110,9;755,3;false;675,7;12,3;5,73;4;2,8;2;6;HEATED;NOT_HEATED;1,0;0,535;216,2;0,95;15,8;3425,0;98,8;21370;24795;4767;3814;2617;939;164;1;0;0;112;1296;3200;4461;25,4;5489;1;3;21;127;453;1394;1894;1241;322;31;3;1
DEBW_522100054Rr;;48,77116;9,21063;515476,49;5402038,32;LOD_2;1980;;Original;31001_2463;garage;53,2;none;0,0;RH;66,5;52,9;0,0;58,7;36,5;66,5;184,5;false;166,2;2,8;2,78;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,3;1,039;53,2;0,77;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_522100054Ih;;48,77124;9,21071;515482,06;5402047,72;LOD_2;1980;;Original;31001_1010;residential;697,1;none;0,0;MFH;219,9;424,8;0,0;459,9;126,8;269,4;2339,9;false;2178,5;13,2;6,65;5;2,5;5;13;HEATED;NOT_HEATED;0,7;0,406;697,1;0,92;15,8;11042,0;78,2;54525;65567;12143;9730;6775;2465;439;3;0;1;276;3238;8101;11354;20,0;13931;1;4;36;252;1010;3510;4904;3281;851;76;5;1
DEBW_52210005IxF;;48,77395;9,20421;515003,97;5402347,40;LOD_2;1980;;Original;31001_2723;shed;4,3;none;0,0;EFH;4,8;17,9;0,0;17,9;3,5;4,8;10,8;false;10,8;2,3;2,26;1;2,3;0;0;NOT_HEATED;NO_ROOM;0,0;2,562;4,3;0,92;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005J24;;48,77442;9,20422;515004,80;5402399,87;LOD_2;1980;;Original;31001_1010;residential;559,7;none;0,0;MFH;103,6;590,7;0,0;590,7;56,7;103,6;1553,9;false;1553,9;15,0;14,99;6;2,5;4;6;NOT_HEATED;NO_ROOM;0,0;0,514;559,7;1,04;15,8;8866,0;83,1;46535;55401;10785;8418;5496;1800;302;2;0;0;165;2481;7006;10080;28,6;16003;3;10;80;445;1355;3827;5158;3711;1258;143;11;3
DEBW_52210005J0U;;48,77374;9,20771;515261,18;5402324,53;LOD_2;1980;;Original;31001_1010;residential;17,4;none;0,0;RH;9,6;44,1;0,0;44,1;21,6;9,6;48,5;false;48,1;5,1;4,99;2;2,5;1;1;NOT_HEATED;NO_ROOM;0,0;1,306;17,4;1,11;15,8;275,0;167,7;2913;3188;713;544;320;87;10;0;0;0;4;127;444;665;98,9;1717;2;5;28;97;200;399;480;330;145;28;4;1
DEBW_52210005JAJ;;48,77190;9,21202;515578,57;5402120,73;LOD_2;1980;;Original;31001_2463;garage;22,1;none;0,0;EFH;27,6;53,5;0,0;53,5;0,0;27,6;69,1;false;69,1;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,575;22,1;0,81;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005J6o;;48,77353;9,20704;515211,66;5402300,95;LOD_2;1980;;Original;31001_1010;residential;35,9;none;0,0;RH;39,2;42,8;0,0;42,8;18,8;39,2;83,0;true;83,0;2,1;2,11;1;2,1;1;1;NO_ROOM;NO_ROOM;0,0;1,461;35,9;0,81;15,8;569,0;150,1;5396;5965;1182;959;678;260;48;0;0;0;29;336;800;1105;28,0;1008;0;1;6;28;86;256;354;215;55;6;1;0
DEBW_52210005JKc;;48,77157;9,21257;515618,71;5402084,22;LOD_2;1980;;Original;31001_1010;residential;9,4;none;0,0;RH;3,9;45,6;0,0;46,0;31,6;5,1;31,6;false;29,4;8,5;7,58;3;2,5;1;1;NOT_HEATED;NOT_HEATED;0,1;1,745;9,4;1,27;15,9;149,0;201,5;1894;2043;517;361;191;47;2;0;0;0;0;46;263;467;237,1;2229;10;30;94;175;243;387;477;409;263;105;27;11
DEBW_52210005JLB;;48,77181;9,21263;515623,23;5402111,12;LOD_2;1980;;Original;31001_2463;garage;87,1;none;0,0;EFH;76,5;117,0;0,0;117,0;0,0;76,5;272,0;true;272,0;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;0,993;87,1;0,77;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005JLO;;48,77399;9,20412;514997,24;5402352,10;LOD_2;1980;;Original;31001_1010;residential;251,3;none;0,0;MFH;75,2;322,0;0,0;339,1;0,0;107,4;825,6;false;785,4;13,0;8,65;5;2,5;2;3;HEATED;NOT_HEATED;0,5;0,632;251,3;1,03;15,8;3981,0;111,5;28027;32008;6468;5068;3315;1129;197;1;0;0;105;1498;4207;6041;35,4;8907;3;9;67;297;792;2127;2846;1972;686;96;10;3
DEBW_52210005JMk;;48,77167;9,21199;515575,94;5402095,17;LOD_2;1980;;Original;31001_1010;residential;255,3;none;0,0;EFH;83,9;322,0;0,0;331,4;11,6;91,5;820,7;false;797,9;10,3;7,92;4;2,5;1;2;HEATED;NOT_HEATED;0,3;0,618;255,3;0,99;15,8;4044,0;108,1;27602;31646;6235;4946;3351;1207;228;1;0;0;126;1575;4112;5820;27,5;7014;2;5;39;194;561;1693;2367;1599;489;59;6;2
DEBW_52210005JOp;;48,77364;9,20745;515241,75;5402313,90;LOD_2;1980;;Original;31001_1010;residential;371,7;none;0,0;MFH;112,9;315,9;0,0;331,8;76,6;149,4;1213,9;false;1161,6;13,0;8,40;5;2,5;3;5;HEATED;NOT_HEATED;0,5;0,489;371,7;0,97;15,8;5888,0;92,4;34358;40246;7664;6132;4237;1565;300;2;0;0;173;2030;5102;7153;22,4;8322;1;4;32;185;625;2024;2879;1948;558;58;5;1
DEBW_52210005JXy;;48,77155;9,20568;515112,96;5402080,65;LOD_2;1980;;Original;31001_2463;garage;40,1;none;0,0;EFH;50,1;62,7;0,0;62,7;10,8;50,1;125,4;false;125,4;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,299;40,1;0,73;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005JfZ;;48,77119;9,20784;515271,54;5402041,69;LOD_2;1980;;Original;31001_1010;residential;400,9;none;0,0;MFH;120,2;371,0;0,0;407,4;50,8;167,4;1373,2;false;1253,0;13,9;8,33;5;2,6;3;6;HEATED;NOT_HEATED;1,0;0,506;400,9;0,99;15,8;6351,0;95,8;38419;44770;8652;6893;4667;1637;288;2;0;0;180;2250;5755;8095;26,5;10636;2;5;45;264;877;2658;3608;2405;693;71;6;2
DEBW_52210005Jqz;;48,77189;9,21277;515633,31;5402119,98;LOD_2;1980;;Original;31001_1010;residential;16,6;none;0,0;RH;11,6;38,6;0,0;47,6;34,3;15,9;63,6;false;52,0;6,5;4,42;2;2,8;1;2;HEATED;NOT_HEATED;1,0;1,180;16,6;1,09;15,9;264,0;164,7;2741;3005;690;513;293;81;9;0;0;0;3;104;407;641;110,0;1830;3;9;42;114;200;388;479;356;183;47;8;3
DEBW_52210005Jkv;;48,77160;9,21262;515622,38;5402087,80;LOD_2;1980;;Original;31001_1010;residential;253,5;none;0,0;EFH;79,2;325,1;0,0;331,5;31,6;79,2;807,9;false;792,2;10,2;10,20;4;2,5;1;5;NO_ROOM;NOT_HEATED;0,2;0,607;253,5;0,96;15,8;4015,0;111,4;28246;32261;6141;4970;3558;1432;309;2;0;0;181;1758;4147;5747;19,2;4867;1;3;18;99;333;1200;1782;1117;281;29;3;1
DEBW_52210005JtN;;48,77302;9,20754;515248,90;5402244,56;LOD_2;1980;;Original;31001_1010;residential;46,1;none;0,0;RH;25,6;36,6;0,0;36,6;73,3;26,3;135,3;false;123,1;5,8;4,82;2;2,4;1;1;NOT_HEATED;NO_ROOM;0,0;0,654;46,1;0,85;15,8;731,0;96,5;4449;5180;995;798;537;171;23;0;0;0;22;284;682;938;30,8;1420;0;0;4;34;140;378;481;307;70;5;0;0
