GMLId;ParentGMLId;Latitude;Longitude;X-coordinate;Y-coordinate;LOD;Year of construction;Year of refurbishment;Refurbishment Variant;ALKIS code;PrimaryUsageZoneType;PrimaryUsageZoneArea;SecondaryUsageZoneType;SecondaryUsageZoneArea;BuildingType;Footprint area;Total wall thermal area above ground;Total wall thermal area below ground;Total outwall area;Total shared wall area;Total roof area;Gross volume;Is Gross volume approximated?;Heated volume;Ridge/mean Height;Eaves/mean Height;Storey number;Average Storey Height;Number of households;Number of occupants;Attic Heating;Basement Heating;Basement ceiling height above ground;Surface area to volume ratio;Heated area;Mean Uvalue;Specific domestic hot water demand;Domestic hot water demand;Specific space heating demand;Yearly Heating demand;Total Yearly Heating + DHW demand;January Heating demand;February Heating demand;March Heating demand;April Heating demand;May Heating demand;June Heating demand;July Heating demand;August Heating demand;September Heating demand;October Heating demand;November Heating demand;December Heating demand;Specific space Cooling demand;Yearly Cooling demand;January Cooling demand;February Cooling demand;March Cooling demand;April Cooling demand;May Cooling demand;June Cooling demand;July Cooling demand;August Cooling demand;September Cooling demand;October Cooling demand;November Cooling demand;December Cooling demand
[-];[-];[°];[°];[?];[?];LOD;[YYYY];[YYYY];[-];[-];[-];[m²];[-];[m²];[-];[m²];[m²];[m²];[m²];[m²];[m²];[m³];[0/1];[m³];[m];[m];[-];[m];[-];[-];[-];[-];[m];[m⁻¹];[m²];[W/(m²·K)];[kWh/(m²·a)];[kWh/a];[kWh/(m²·a)];[kWh/a];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh/(m²·a)];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh]
DEBW_52210004GDQ;;48,77164;9,20529;515083,82;5402091,45;LOD_2;1980;;Original;31001_1010;residential;408,0;none;0,0;MFH;90,2;309,4;0,0;322,9;0,0;144,3;1305,2;true;1275,1;12,8;6,41;5;2,5;3;6;HEATED;NOT_HEATED;0,3;0,427;408,0;0,99;15,8;6463,0;81,4;33228;39691;7513;5959;4047;1422;251;2;0;0;146;1900;4965;7023;23,0;9390;1;4;33;206;722;2306;3185;2212;650;64;5;1
DEBW_52210004GNE;;48,77156;9,20613;515145,83;5402082,03;LOD_2;1980;;Original;31001_2463;garage;49,7;none;0,0;EFH;62,1;78,5;0,0;78,5;8,7;62,1;155,3;false;155,3;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,305;49,7;0,73;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004GPg;;48,77165;9,20901;515357,34;5402093,18;LOD_2;1980;;Original;31001_1010;residential;338,7;none;0,0;MFH;97,6;277,3;0,0;304,5;135,3;127,8;1156,1;false;1058,6;14,4;9,24;5;2,7;2;3;HEATED;NOT_HEATED;1,0;0,458;338,7;0,98;15,8;5366,0;89,7;30378;35744;6745;5400;3756;1380;247;2;0;0;167;1846;4524;6313;22,0;7468;1;3;23;150;575;1893;2617;1730;432;40;3;1
DEBW_52210004Gqv;;48,77244;9,20731;515232,31;5402179,70;LOD_2;1980;;Original;31001_1010;residential;157,9;none;0,0;EFH;98,7;216,6;0,0;253,4;0,0;98,7;577,2;false;493,3;5,9;5,85;2;2,5;1;4;NOT_HEATED;NOT_HEATED;0,9;0,781;157,9;0,85;15,8;2500,0;116,6;18414;20914;4249;3327;2173;716;118;0;0;0;66;1007;2781;3977;37,8;5967;2;6;42;202;550;1447;1921;1306;432;54;5;2
DEBW_52210004GtY;;48,77253;9,20655;515176,26;5402190,23;LOD_2;1980;;Original;31001_2723;shed;26,5;none;0,0;EFH;33,0;65,5;0,0;82,3;0,0;36,5;128,3;false;82,8;4,5;3,27;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,8;1,183;26,5;0,83;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004GwY;;48,77194;9,20804;515286,11;5402125,17;LOD_2;1980;;Original;31001_2463;garage;52,9;none;0,0;EFH;66,1;87,5;0,0;93,8;0,7;66,1;177,4;false;165,3;2,7;2,68;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,2;1,275;52,9;0,79;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004GyF;;48,77297;9,20536;515088,39;5402239,19;LOD_2;1980;;Original;31001_1010;residential;23,1;none;0,0;RH;12,0;19,8;0,0;22,6;89,9;15,7;80,8;false;72,3;8,2;5,23;3;2,5;1;1;HEATED;NOT_HEATED;0,7;0,623;23,1;0,96;15,9;367,0;104,7;2424;2791;558;436;291;104;19;0;0;0;10;127;358;520;31,8;736;0;1;6;23;64;174;236;165;57;10;1;0
DEBW_52210004H1y;;48,77258;9,20746;515243,35;5402195,60;LOD_2;1980;;Original;31001_2463;garage;11,4;none;0,0;RH;14,2;16,1;0,0;16,5;32,4;15,6;45,6;false;35,6;3,8;2,57;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,1;1,016;11,4;0,82;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004H6b;;48,77229;9,20419;515002,89;5402162,53;LOD_2;1980;;Original;31001_2463;garage;42,0;none;0,0;EFH;23,3;80,9;0,0;80,9;15,6;23,3;116,1;false;116,1;5,0;4,98;2;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,098;42,0;0,91;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004H20;;48,77459;9,20432;515012,14;5402418,39;LOD_2;1980;;Original;31001_1010;residential;1241,4;none;0,0;MFH;229,5;988,9;0,0;988,9;239,0;229,5;3394,4;false;3394,4;14,8;14,79;6;2,5;9;19;NOT_HEATED;NO_ROOM;0,0;0,427;1241,4;0,99;15,8;19664,0;70,9;88047;107711;20113;15918;10582;3486;547;3;0;1;331;4973;13287;18806;22,8;28319;2;8;81;596;2253;7029;9508;6690;1981;161;10;2
DEBW_52210004H5Y;;48,77276;9,20913;515365,81;5402215,66;LOD_2;1980;;Original;31001_2463;garage;40,1;none;0,0;RH;22,3;76,7;0,0;76,7;29,3;22,8;119,2;false;110,5;5,7;4,96;2;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,023;40,1;1,05;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004H8O;;48,77184;9,20829;515304,64;5402113,44;LOD_2;1980;;Original;31001_2463;garage;32,9;none;0,0;RH;41,1;41,7;0,0;51,3;27,8;41,1;126,5;false;102,7;3,1;3,08;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,6;1,055;32,9;0,82;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004H2p;;48,77156;9,20581;515122,14;5402081,77;LOD_2;1980;;Original;31001_2463;garage;62,0;none;0,0;RH;77,6;83,1;0,0;83,1;31,8;77,6;193,9;false;193,9;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,229;62,0;0,79;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004HDI;;48,77317;9,20794;515278,30;5402261,79;LOD_2;1980;;Original;31001_2463;garage;19,7;none;0,0;RH;19,6;28,1;0,0;28,4;26,6;21,1;74,5;true;61,4;3,8;2,54;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,0;0,927;19,7;0,87;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004HIN;;48,77295;9,20828;515303,12;5402236,73;LOD_2;1980;;Original;31001_1010;residential;286,3;none;0,0;RH;119,3;263,0;0,0;279,3;74,2;119,3;950,1;false;894,6;8,0;7,97;3;2,5;4;9;NOT_HEATED;NOT_HEATED;0,5;0,545;286,3;0,97;15,8;4534,0;85,6;24499;29033;5961;4505;2677;739;107;0;0;0;57;1141;3744;5569;45,5;13030;4;14;114;533;1322;3008;3826;2843;1181;167;14;4
DEBW_52210004HKw;;48,77158;9,21010;515437,37;5402085,56;LOD_2;1980;;Original;31001_1010;residential;11,2;none;0,0;RH;7,0;31,7;0,0;34,5;32,3;7,0;37,9;false;34,9;5,4;5,44;2;2,5;1;1;NO_ROOM;NOT_HEATED;0,4;1,276;11,2;1,13;15,9;177,0;156,2;1744;1921;455;326;184;53;6;0;0;0;1;56;248;416;122,8;1371;4;13;46;95;138;246;318;272;165;58;13;4
DEBW_52210004HJa;;48,77166;9,21080;515488,60;5402094,49;LOD_2;1980;;Original;31001_1010;residential;38,7;none;0,0;RH;16,1;86,4;0,0;96,4;41,3;16,1;134,9;false;120,9;8,4;8,37;3;2,5;1;1;NO_ROOM;NOT_HEATED;0,9;0,953;38,7;1,16;15,8;613,0;140,1;5423;6036;1369;1005;579;169;23;0;0;0;8;207;798;1265;88,8;3435;5;17;79;207;359;696;889;701;365;97;16;5
DEBW_52210004HHd;;48,77157;9,21296;515647,70;5402084,71;LOD_2;1980;;Original;31001_1010;residential;14,5;none;0,0;RH;16,7;25,4;0,0;34,8;38,7;16,7;62,2;false;45,4;3,7;3,72;1;2,7;1;1;NO_ROOM;NOT_HEATED;1,0;1,098;14,5;0,90;15,8;230,0;182,3;2651;2881;596;480;328;116;17;0;0;0;9;152;396;558;42,8;623;0;1;5;22;61;159;207;125;37;5;1;0
DEBW_52210004HWA;;48,77313;9,20858;515325,59;5402257,45;LOD_2;1980;;Original;31001_2463;garage;15,4;none;0,0;RH;19,2;17,8;0,0;24,0;42,7;20,6;75,5;false;48,0;4,5;3,38;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,9;0,846;15,4;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004HcC;;48,77485;9,20473;515042,09;5402448,01;LOD_2;1980;;Original;31001_2723;shed;9,5;none;0,0;RH;12,0;33,3;0,0;39,2;12,9;12,4;39,9;false;29,7;3,7;3,01;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,5;1,593;9,5;1,02;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004Hls;;48,77182;9,21298;515649,04;5402112,51;LOD_2;1980;;Original;31001_1010;residential;275,0;none;0,0;EFH;111,7;283,6;0,0;320,4;51,1;111,7;971,0;false;859,3;8,7;8,69;3;2,6;1;2;NOT_HEATED;NOT_HEATED;1,0;0,560;275,0;0,87;15,8;4356,0;93,1;25588;29944;5797;4589;3085;1065;185;1;0;0;113;1477;3851;5425;26,5;7280;1;3;30;180;592;1806;2467;1666;482;48;4;1
DEBW_52210004HkA;;48,77419;9,20423;515005,32;5402373,80;LOD_2;1980;;Original;31001_2463;garage;16,2;none;0,0;RH;20,3;12,9;0,0;14,2;38,1;20,3;56,0;false;50,6;2,8;2,77;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,3;0,978;16,2;0,73;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004HiD;;48,77309;9,20867;515332,05;5402252,31;LOD_2;1980;;Original;31001_1010;residential;400,2;none;0,0;MFH;120,8;401,1;0,0;421,6;21,6;162,7;1309,6;false;1250,6;13,0;7,78;5;2,5;3;4;HEATED;NOT_HEATED;0,5;0,538;400,2;1,00;15,8;6339,0;98,0;39199;45538;8943;7054;4707;1621;289;1;0;0;163;2204;5868;8349;29,1;11630;2;8;62;327;976;2806;3835;2656;849;98;9;2
DEBW_52210004Hp5;;48,77263;9,21126;515522,15;5402201,95;LOD_2;1980;;Original;31001_2463;garage;36,3;none;0,0;EFH;39,9;67,1;0,0;67,1;0,0;40,2;105,7;false;88,0;3,1;2,21;1;2,2;0;0;NOT_HEATED;NO_ROOM;0,0;1,392;36,3;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004HpC;;48,77150;9,21319;515664,16;5402076,71;LOD_2;1980;;Original;31001_1010;residential;288,0;none;0,0;MFH;95,9;323,3;0,0;358,9;8,7;125,1;996,0;false;900,1;12,3;8,41;4;2,8;2;2;HEATED;NOT_HEATED;1,0;0,582;288,0;1,00;15,8;4562,0;103,4;29791;34353;6832;5367;3558;1221;214;1;0;0;120;1636;4457;6385;31,9;9179;2;8;57;277;795;2219;2990;2055;676;88;8;2
DEBW_52210004HrR;;48,77163;9,21100;515503,36;5402090,64;LOD_2;1980;;Original;31001_1010;residential;466,7;none;0,0;MFH;139,7;454,3;0,0;468,2;20,8;170,9;1502,6;false;1458,4;12,8;8,48;5;2,5;3;6;HEATED;NOT_HEATED;0,3;0,518;466,7;1,00;15,8;7392,0;95,3;44469;51861;10112;7997;5363;1849;325;2;0;0;189;2513;6661;9458;28,1;13127;2;8;65;353;1097;3201;4357;2991;937;105;9;2
DEBW_52210004Hw4;;48,77446;9,20478;515045,65;5402403,81;LOD_2;1980;;Original;31001_2463;garage;32,4;none;0,0;EFH;40,6;63,8;0,0;63,8;0,0;40,6;101,4;false;101,4;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,429;32,4;0,77;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004HtD;;48,77315;9,20856;515323,63;5402259,78;LOD_2;1980;;Original;31001_2463;garage;11,9;none;0,0;RH;13,4;15,8;0,0;21,2;44,3;14,4;58,0;false;37,1;4,9;3,75;1;2,7;0;0;NOT_HEATED;NOT_HEATED;1,0;0,845;11,9;0,83;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004Hxc;;48,77323;9,20802;515283,93;5402267,90;LOD_2;1980;;Original;31001_1010;residential;358,6;none;0,0;MFH;113,9;321,7;0,0;355,7;79,2;141,5;1234,5;false;1120,7;12,5;8,25;4;2,9;3;4;HEATED;NOT_HEATED;1,0;0,495;358,6;0,98;15,8;5681,0;92,0;32984;38665;7438;5912;4016;1421;260;2;0;0;149;1910;4927;6950;25,0;8950;1;5;38;218;705;2173;3033;2079;627;64;5;1
DEBW_52210004HxR;;48,77285;9,20841;515313,19;5402226,26;LOD_2;1980;;Original;31001_1010;residential;227,6;none;0,0;MFH;88,5;231,7;0,0;264,8;25,2;129,8;799,6;false;711,1;11,2;7,05;4;2,6;2;5;HEATED;NOT_HEATED;1,0;0,604;227,6;0,96;15,8;3605,0;106,7;24281;27886;5521;4369;2920;1005;175;1;0;0;103;1382;3641;5165;31,3;7120;2;5;41;210;623;1735;2348;1591;501;58;6;2
DEBW_52210004I7k;;48,77363;9,20449;515024,24;5402311,93;LOD_2;1980;;Original;31001_1010;residential;6,2;none;0,0;RH;2,6;34,9;0,0;34,9;21,0;2,6;19,6;false;19,5;7,6;7,51;3;2,5;0;0;NOT_HEATED;NOT_HEATED;0,0;2,044;6,2;1,28;15,9;99,0;221,7;1382;1481;380;267;138;32;1;0;0;0;0;31;191;342;278,2;1734;9;24;75;139;190;302;368;312;202;82;22;9
DEBW_52210004I04;;48,77155;9,21120;515518,35;5402081,70;LOD_2;1980;;Original;31001_1010;residential;376,1;none;0,0;MFH;113,9;395,4;0,0;414,0;0,0;151,9;1225,4;false;1175,3;12,9;8,72;5;2,5;3;4;HEATED;NOT_HEATED;0,4;0,555;376,1;1,01;15,8;5957,0;100,2;37677;43634;8600;6783;4526;1556;273;1;0;0;156;2101;5640;8041;30,2;11352;3;9;64;327;971;2755;3725;2564;825;100;9;3
DEBW_52210004IZi;;48,77253;9,20949;515392,20;5402190,78;LOD_2;1980;;Original;31001_1010;residential;139,8;none;0,0;MFH;51,9;198,2;0,0;223,3;11,9;90,0;488,8;false;436,9;11,7;7,05;4;2,7;1;1;HEATED;NOT_HEATED;1,0;0,747;139,8;1,00;15,8;2215,0;124,0;17339;19554;4035;3146;2040;676;114;0;0;0;57;912;2599;3761;42,0;5874;3;9;54;224;548;1381;1831;1274;470;71;8;2
DEBW_52210004IeC;;48,77202;9,20913;515365,68;5402134,40;LOD_2;1980;;Original;31001_2463;garage;16,2;none;0,0;RH;20,2;30,6;0,0;35,9;24,7;20,3;65,2;false;50,6;3,4;2,99;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,5;1,172;16,2;0,88;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004IgO;;48,77316;9,20397;514986,83;5402259,24;LOD_2;1980;;Original;31001_1010;residential;8,5;none;0,0;RH;5,3;35,5;0,0;37,9;26,0;6,1;31,1;false;26,7;6,3;5,36;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,4;1,587;8,5;1,19;15,8;135,0;214,6;1831;1966;475;351;191;47;3;0;0;0;0;56;270;439;185,2;1580;4;10;45;111;184;329;392;288;159;46;9;3
DEBW_52210004Ihn;;48,77212;9,20794;515278,79;5402144,29;LOD_2;1980;;Original;31001_1010;residential;527,7;none;0,0;MFH;166,8;503,1;0,0;557,2;0,0;216,5;1812,8;false;1649,0;13,5;7,26;5;2,5;4;7;HEATED;NOT_HEATED;1,0;0,519;527,7;0,99;15,8;8358,0;96,1;50701;59059;11538;9129;6098;2100;367;2;0;0;217;2872;7599;10781;28,5;15048;3;9;75;409;1270;3687;4996;3411;1058;119;10;3
DEBW_52210004Iq5;;48,77231;9,20952;515394,48;5402165,84;LOD_2;1980;;Original;31001_2463;garage;17,1;none;0,0;EFH;21,3;56,8;0,0;61,4;0,0;23,2;73,5;false;53,3;4,1;2,77;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,3;1,441;17,1;0,88;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004IsB;;48,77214;9,20995;515426,43;5402147,45;LOD_2;1980;;Original;31001_2463;garage;27,4;none;0,0;EFH;24,0;32,8;0,0;51,8;3,5;31,6;122,6;true;98,6;4,1;1,65;1;3,1;0;0;HEATED;NOT_HEATED;1,0;0,875;27,4;0,85;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004IuQ;;48,77222;9,20957;515398,39;5402155,88;LOD_2;1980;;Original;31001_1010;residential;311,8;none;0,0;MFH;110,4;272,4;0,0;306,8;60,4;163,4;1084,6;false;974,2;12,4;7,17;4;2,9;2;3;HEATED;NOT_HEATED;1,0;0,535;311,8;0,95;15,8;4938,0;96,7;30156;35094;6800;5414;3648;1250;213;1;0;0;136;1771;4545;6380;27,8;8681;1;4;36;222;736;2179;2929;1950;564;55;4;1
DEBW_52210004KwN;;48,77107;9,20806;515287,81;5402027,60;LOD_2;1980;;Original;31001_1010;residential;215,7;none;0,0;MFH;83,4;230,5;0,0;260,4;46,5;122,4;757,4;false;674,0;11,4;5,96;4;2,6;2;3;HEATED;NOT_HEATED;1,0;0,615;215,7;0,97;15,8;3416,0;106,3;22927;26343;5280;4143;2721;928;164;1;0;0;89;1243;3432;4927;33,4;7204;2;7;51;233;632;1713;2316;1614;553;75;7;2
DEBW_52210004L5J;;48,77099;9,20827;515303,41;5402019,38;LOD_2;1980;;Original;31001_1010;residential;561,8;none;0,0;MFH;169,2;430,8;0,0;471,8;83,3;203,5;1924,7;false;1755,5;13,7;8,75;5;2,5;4;7;HEATED;NOT_HEATED;1,0;0,439;561,8;0,97;15,8;8898,0;86,0;48288;57186;10814;8662;5906;2061;350;2;0;0;231;2892;7248;10122;23,7;13303;1;4;41;286;1062;3371;4587;3050;823;70;5;1
DEBW_52210004L7q;;48,77128;9,21126;515522,74;5402052,24;LOD_2;1980;;Original;31001_1010;residential;220,3;none;0,0;EFH;86,0;246,1;0,0;278,0;0,0;120,6;762,1;false;688,4;10,9;7,26;4;2,5;1;5;HEATED;NOT_HEATED;0,9;0,636;220,3;0,94;15,8;3489,0;108,6;23921;27410;5403;4290;2898;1035;192;1;0;0;108;1372;3573;5050;28,1;6199;1;4;34;171;503;1511;2091;1402;425;49;5;1
DEBW_52210004Lja;;48,77130;9,21027;515449,83;5402054,09;LOD_2;1980;;Original;31001_1010;residential;472,1;none;0,0;MFH;151,5;443,2;0,0;462,3;14,8;186,7;1545,9;false;1475,3;13,0;7,70;5;2,5;3;5;HEATED;NOT_HEATED;0,5;0,518;472,1;0,99;15,8;7478,0;96,4;45529;53007;10300;8180;5508;1908;333;2;0;0;205;2638;6827;9630;27,6;13042;2;7;58;335;1082;3245;4397;2951;867;90;7;2
DEBW_52210004bZV;;48,77383;9,20413;514998,35;5402333,92;LOD_2;1980;;Original;31001_1010;residential;3,2;none;0,0;RH;1,3;25,7;0,0;29,0;13,5;1,3;11,3;false;10,0;8,7;8,70;3;2,6;0;0;NOT_HEATED;NOT_HEATED;1,0;2,812;3,2;1,32;15,7;50,0;315,3;1004;1054;273;198;103;20;0;0;0;0;0;20;142;248;342,0;1089;4;11;40;85;128;213;251;189;113;40;10;4
DEBW_52210004bkK;;48,77218;9,20780;515268,43;5402151,57;LOD_2;1980;;Original;31001_1010;residential;34,4;none;0,0;RH;18,7;60,5;0,0;60,5;19,1;18,7;75,3;false;73,9;4,1;3,96;2;2,0;1;1;NOT_HEATED;NO_ROOM;0,0;1,300;34,4;1,04;15,9;545,0;123,8;4256;4801;1063;789;447;121;16;0;0;0;7;177;646;991;83,2;2859;2;8;48;160;319;634;778;574;272;55;7;2
DEBW_52210004bgQ;;48,77271;9,20771;515261,67;5402209,91;LOD_2;1980;;Original;31001_1010;residential;403,9;none;0,0;MFH;125,8;402,7;0,0;404,6;0,0;175,1;1267,8;false;1262,3;12,5;7,11;5;2,5;3;6;HEATED;NOT_HEATED;0,0;0,556;403,9;0,99;15,8;6398,0;98,7;39881;46279;9096;7176;4786;1647;293;1;0;0;167;2236;5974;8506;29,5;11917;2;9;64;337;1000;2903;3929;2703;858;101;9;2
DEBW_52210004bsr;;48,77345;9,20698;515207,26;5402292,23;LOD_2;1980;;Original;31001_2463;garage;50,2;none;0,0;MFH;19,8;104,0;0,0;115,7;47,1;26,4;176,7;false;156,9;11,4;6,47;4;2,6;0;0;HEATED;NOT_HEATED;1,0;0,916;50,2;1,06;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004cEz;;48,77133;9,21205;515580,54;5402058,01;LOD_2;1980;;Original;31001_2463;garage;21,2;none;0,0;EFH;26,4;53,4;0,0;53,4;0,0;26,4;66,1;false;66,1;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,606;21,2;0,82;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004cSr;;48,77339;9,20767;515258,03;5402285,66;LOD_2;1980;;Original;31001_2463;garage;15,2;none;0,0;RH;16,5;22,4;0,0;22,4;10,1;16,5;31,3;false;31,3;1,9;1,91;1;1,9;0;0;NOT_HEATED;NO_ROOM;0,0;1,768;15,2;0,84;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004cUm;;48,77170;9,21205;515580,38;5402099,22;LOD_2;1980;;Original;31001_1010;residential;3,7;none;0,0;RH;4,5;15,7;0,0;21,6;11,6;4,5;16,3;false;11,7;3,7;3,62;1;2,6;0;0;NOT_HEATED;NOT_HEATED;1,0;1,871;3,7;1,07;15,7;59,0;253,2;949;1008;239;181;103;25;1;0;0;0;0;34;143;222;166,2;623;1;3;13;40;77;144;168;115;50;11;2;1
DEBW_52210004cUQ;;48,77146;9,21340;515680,06;5402072,75;LOD_2;1980;;Original;31001_1010;residential;249,0;none;0,0;EFH;105,6;324,3;0,0;346,6;11,8;107,4;940,1;false;778,0;10,0;8,10;3;2,5;1;2;NOT_HEATED;NOT_HEATED;0,6;0,595;249,0;0,90;15,8;3944,0;106,7;26559;30503;6065;4776;3173;1087;190;1;0;0;109;1488;3991;5679;31,2;7762;2;6;45;230;667;1884;2565;1743;548;65;6;2
DEBW_52210004caM;;48,77169;9,20599;515135,11;5402096,09;LOD_2;1980;;Original;31001_1010;residential;888,6;none;0,0;RH;244,7;592,5;0,0;592,5;72,5;244,7;2251,2;false;2251,2;9,2;9,20;4;2,3;11;26;NOT_HEATED;NO_ROOM;0,0;0,481;888,6;0,97;15,8;14076,0;66,5;59105;73181;14086;10842;6722;1913;255;1;0;0;151;2945;9039;13149;30,2;26797;3;12;118;766;2485;6502;8348;6157;2167;224;13;3
DEBW_52210004ceJ;;48,77249;9,20704;515212,43;5402185,39;LOD_2;1980;;Original;31001_2463;garage;37,4;none;0,0;EFH;46,7;67,8;0,0;86,2;2,2;46,7;148,3;false;116,7;3,2;3,18;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,7;1,210;37,4;0,80;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004d1s;;48,77197;9,21183;515564,62;5402128,86;LOD_2;1980;;Original;31001_1010;residential;14,2;none;0,0;RH;7,7;34,7;0,0;34,7;17,1;7,8;33,0;false;32,3;4,4;4,18;2;2,1;1;1;NOT_HEATED;NO_ROOM;0,0;1,523;14,2;1,11;15,9;225,0;139,5;1977;2202;515;369;202;55;7;0;0;0;2;67;288;473;117,3;1662;3;11;46;111;179;324;405;328;185;56;10;3
DEBW_52210004d1D;;48,77113;9,21264;515624,37;5402035,68;LOD_2;1980;;Original;31001_3044;community hall;797,2;none;0,0;MFH;229,9;619,4;0,0;676,6;0,0;261,5;2712,2;false;2491,2;13,5;9,95;5;2,5;0;0;HEATED;NOT_HEATED;1,0;0,431;797,2;0,98;0,0;0,0;96,4;76874;76874;16450;13229;9478;3902;985;21;0;8;718;5222;11380;15481;22,5;17931;1;4;42;314;1250;4520;6403;4280;1042;72;4;1
DEBW_52210004d3g;;48,77165;9,20671;515188,18;5402091,76;LOD_2;1980;;Original;31001_1010;residential;340,8;none;0,0;MFH;104,9;268,5;0,0;275,1;111,9;135,0;1089,2;false;1065,0;12,7;7,57;5;2,5;3;7;HEATED;NOT_HEATED;0,2;0,473;340,8;0,96;15,8;5398,0;85,6;29173;34571;6632;5246;3531;1240;223;1;0;0;124;1632;4348;6195;24,9;8495;1;5;37;204;663;2073;2857;1966;614;68;5;1
