Surface ID;Building ID;Surface Type;Surface Construction Type;Window Ratio;Wall area (without window);Window area;Wall U-Value (without window);Window Construction Type;Window U-Value;Building Parent ID
UUID_db5e31f7-6065-4fb7-af4e-d2f2d7c68370;DEBW_52210005z9L;WALL;199;0,14;20,75;3,38;0,83;;2,57;DEBW_52210005z9L
UUID_f6c473c0-aeb7-4f0d-8db9-455344c13794;DEBW_52210005z9L;WALL;199;0,14;20,07;3,27;0,83;;2,57;DEBW_52210005z9L
UUID_63345ab4-f8ee-482d-a90e-a6fab0dfd8ed;DEBW_52210005z9L;GROUND;150;0,00;17,43;0,00;0,62;;;DEBW_52210005z9L
UUID_6e8635bd-1002-4c2a-98ca-7925eafd27c7;DEBW_52210005z9L;WALL;199;0,14;18,99;3,09;0,83;;2,57;DEBW_52210005z9L
UUID_b6e9a18d-b5ab-4f9c-a11f-c2e64568c75b;DEBW_52210005z9L;ROOF;94;0,00;17,43;0,00;0,43;;2,57;DEBW_52210005z9L
UUID_8e5d6a95-6424-46fc-aae3-e2911322aaab;DEBW_52210005z9L;WALL;199;0,14;0,55;0,09;0,83;;2,57;DEBW_52210005z9L
UUID_9c1b3069-18d5-400e-a946-284ecf6d536d;DEBW_52210005z9L;WALL;199;0,14;18,92;3,08;0,83;;2,57;DEBW_52210005z9L
UUID_fe7fefb2-d1ab-4842-b46d-506be72a9493;DEBW_52210006HsR;GROUND;150;0,00;20,97;0,00;0,62;;;DEBW_52210006HsR
UUID_4157f892-e73b-4977-8a1c-3419f340c2f3;DEBW_52210006HsR;WALL;199;0,27;0,59;0,22;0,83;;2,57;DEBW_52210006HsR
UUID_54e6625f-72ef-4d45-abfc-f1b2968f4d52;DEBW_52210006HsR;ROOF;100;0,00;20,97;0,00;0,40;;2,57;DEBW_52210006HsR
UUID_559cf395-41d1-413c-8451-3f03d2141c8a;DEBW_52210006HsR;WALL;199;0,27;5,67;2,10;0,83;;2,57;DEBW_52210006HsR
UUID_148ac5f8-ed0d-4eba-b220-e9864e1c7e2c;DEBW_52210006HsR;WALL;199;0,27;0,65;0,24;0,83;;2,57;DEBW_52210006HsR
UUID_7cf130f9-c63b-4691-8bf0-da192fa5326e;DEBW_52210006HsR;WALL;199;0,27;0,10;0,04;0,83;;2,57;DEBW_52210006HsR
UUID_ae8e52a5-5fe7-443c-b586-121ec92ea627;DEBW_52210006HsR;WALL;199;0,27;13,68;5,06;0,83;;2,57;DEBW_52210006HsR
UUID_6a10d9c9-f4cc-4e27-948c-e621fa080499;DEBW_52210006HsR;WALL;199;0,27;0,50;0,19;0,83;;2,57;DEBW_52210006HsR
UUID_2d07c884-c06e-49e2-afbe-0c4e7372e9ab;DEBW_52210006HsR;WALL;199;0,27;0,69;0,26;0,83;;2,57;DEBW_52210006HsR
UUID_e1159c49-21ce-4609-94fa-3106339940b3;DEBW_52210006HsR;WALL;199;0,27;5,37;1,99;0,83;;2,57;DEBW_52210006HsR
UUID_276c04de-069f-4911-b1eb-b2b01fb03673;DEBW_52210006HsR;WALL;199;0,27;0,65;0,24;0,83;;2,57;DEBW_52210006HsR
UUID_bfc7e480-5064-4ff7-a27a-f42d7991244c;DEBW_52210006HsR;WALL;199;0,27;0,34;0,13;0,83;;2,57;DEBW_52210006HsR
UUID_df1d312b-05e4-4cd9-bfb9-a581a50e8acb;DEBW_52210006HzN;WALL;199;0,14;18,02;2,93;0,83;;2,57;DEBW_52210006HzN
UUID_c4440a10-759f-490b-a2f0-1d3782a5461e;DEBW_52210006HzN;WALL;199;0,14;18,30;2,98;0,83;;2,57;DEBW_52210006HzN
UUID_2ff942ae-7ae0-49cc-88b0-82c13d081bd2;DEBW_52210006HzN;ROOF;226;0,10;25,84;2,87;0,43;;2,57;DEBW_52210006HzN
UUID_4d815e5b-57c2-4585-88aa-66d2be5c9b3a;DEBW_52210006HzN;WALL;199;0,14;20,01;3,26;0,83;;2,57;DEBW_52210006HzN
UUID_0039fb7d-82d7-4eac-8e29-0689b9f1cab4;DEBW_52210006HzN;GROUND;150;0,00;28,62;0,00;0,62;;;DEBW_52210006HzN
UUID_f0553883-b909-4f3c-b7de-003ce57f9845;DEBW_52210006HzN;WALL;199;0,14;18,45;3,00;0,83;;2,57;DEBW_52210006HzN
UUID_1e0fa005-31f3-4c8f-bdf3-d1d8b94e9bb0;DEBW_52210004egW;WALL;199;0,14;28,59;4,65;0,83;;2,57;DEBW_52210004egW
UUID_995daeda-8b80-4c4f-a761-80c43efdad5e;DEBW_52210004egW;ROOF;226;0,10;57,82;6,42;0,43;;2,57;DEBW_52210004egW
UUID_8eebd5a4-008e-44f4-a166-fefd27755099;DEBW_52210004egW;WALL;199;0,14;16,45;2,68;0,83;;2,57;DEBW_52210004egW
UUID_8db3e8b1-144b-40fb-b94d-17fa9e92e79b;DEBW_52210004egW;WALL;199;0,14;33,90;5,52;0,83;;2,57;DEBW_52210004egW
UUID_612d641f-5a40-4e05-a7a7-7b3d8fae7f67;DEBW_52210004egW;WALL;199;0,14;49,47;8,05;0,83;;2,57;DEBW_52210004egW
UUID_99598dfb-c97a-4ac0-8ea7-4ff0799d052c;DEBW_52210004egW;WALL;199;0,14;2,48;0,40;0,83;;2,57;DEBW_52210004egW
UUID_de8b463a-e8f7-4546-8e6f-788d1432e9e9;DEBW_52210004egW;GROUND;150;0,00;92,04;0,00;0,62;;;DEBW_52210004egW
UUID_8460dfe0-2e78-48f2-ac9c-9063e44db20f;DEBW_52210004egW;WALL;199;0,14;6,48;1,06;0,83;;2,57;DEBW_52210004egW
UUID_94c92122-d356-4b8d-89d3-03ff7c904456;DEBW_52210004egW;WALL;199;0,14;33,99;5,53;0,83;;2,57;DEBW_52210004egW
UUID_f7c15247-db7b-4d95-83e5-2cfdd0afbd70;DEBW_52210004egW;ROOF;226;0,10;7,08;0,79;0,43;;2,57;DEBW_52210004egW
UUID_b13fa15b-b1e4-4492-a93e-2aa88b2d0af7;DEBW_52210004egW;WALL;199;0,14;13,40;2,18;0,83;;2,57;DEBW_52210004egW
UUID_b2835e3f-f93e-45c4-ba10-3c4379d5f97b;DEBW_52210004egW;WALL;199;0,14;16,46;2,68;0,83;;2,57;DEBW_52210004egW
UUID_b5d3eda3-d761-4fd3-b5fa-ef58b3b97a1d;DEBW_52210004egW;WALL;199;0,14;1,42;0,23;0,83;;2,57;DEBW_52210004egW
UUID_ce0eb67c-ac24-4895-b69a-31067c65e025;DEBW_52210004egW;ROOF;226;0,10;52,09;5,79;0,43;;2,57;DEBW_52210004egW
UUID_4d5a141b-272b-4a43-a8fe-45ad59b874b3;DEBW_52210003vBz;WALL;199;0,27;0,22;0,08;0,83;;2,57;DEBW_52210003vBz
UUID_b3292c54-14fe-4a01-8f75-6e67ab69e407;DEBW_52210003vBz;ROOF;226;0,10;7,51;0,83;0,43;;2,57;DEBW_52210003vBz
UUID_69c7f60a-e372-4a3a-ac0a-faa8b15ab9e5;DEBW_52210003vBz;WALL;199;0,27;8,25;3,05;0,83;;2,57;DEBW_52210003vBz
UUID_f4d60edb-3bdb-4b82-9f49-5c857f8fcdd3;DEBW_52210003vBz;GROUND;150;0,00;18,00;0,00;0,62;;;DEBW_52210003vBz
UUID_bb8582c8-9b0f-453a-a0cb-717bfe39f1ca;DEBW_52210003vBz;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210003vBz
UUID_1d95359e-414e-4540-a9cb-186df7e998b1;DEBW_52210003vBz;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210003vBz
UUID_dd7bd134-0f39-48f5-97f0-ef4eb9005623;DEBW_52210003vBz;WALL;199;0,27;0,14;0,05;0,83;;2,57;DEBW_52210003vBz
UUID_5000e0bc-c382-4723-8004-4ec02435eab3;DEBW_52210003vBz;WALL;199;0,27;8,43;3,12;0,83;;2,57;DEBW_52210003vBz
UUID_73cb92ea-ac90-4bba-8cda-1fe7e8722326;DEBW_52210003vBz;ROOF;226;0,10;10,91;1,21;0,43;;2,57;DEBW_52210003vBz
UUID_dd944298-fe43-46fd-bbcc-df20629fe7be;DEBW_52210005xO2;WALL;199;0,14;14,13;2,30;0,83;;2,57;DEBW_52210005xO2
UUID_388cac9e-38cb-4ef0-9f17-eac728295c38;DEBW_52210005xO2;ROOF;226;0,10;48,02;5,34;0,43;;2,57;DEBW_52210005xO2
UUID_8b0c3fef-cf3c-49f3-9ada-19cab6e4f334;DEBW_52210005xO2;WALL;199;0,14;27,22;4,43;0,83;;2,57;DEBW_52210005xO2
UUID_8a5cf218-c778-429a-81e2-3ccb0fa9705c;DEBW_52210005xO2;WALL;199;0,14;41,33;6,73;0,83;;2,57;DEBW_52210005xO2
UUID_0c865dfd-1091-4b6d-aeac-e1eb8bb39bd4;DEBW_52210005xO2;WALL;199;0,14;66,73;10,86;0,83;;2,57;DEBW_52210005xO2
UUID_e54bd94d-2db5-47de-b713-669f3660ac5e;DEBW_52210005xO2;WALL;199;0,14;24,47;3,98;0,83;;2,57;DEBW_52210005xO2
UUID_d03ae205-5e35-4d74-a57f-3affecde16f7;DEBW_52210005xO2;WALL;199;0,14;4,39;0,71;0,83;;2,57;DEBW_52210005xO2
UUID_cdcfe4c8-23fe-4e2f-a1b3-e0326e3086d6;DEBW_52210005xO2;GROUND;150;0,00;82,19;0,00;0,62;;;DEBW_52210005xO2
UUID_d9ed2a8a-d9e7-462f-b793-e81e5e9e63b6;DEBW_52210005xO2;WALL;199;0,14;7,02;1,14;0,83;;2,57;DEBW_52210005xO2
UUID_c5bd8247-91f9-4fa5-b300-ea93e278c256;DEBW_52210005xO2;WALL;199;0,14;27,98;4,55;0,83;;2,57;DEBW_52210005xO2
UUID_8a8a351f-a3a9-4c17-8866-67462847960f;DEBW_52210005xO2;ROOF;226;0,10;46,60;5,18;0,43;;2,57;DEBW_52210005xO2
UUID_999b2157-f64d-4649-bbbe-c40a4fef4e6d;DEBW_52210005xO2;WALL;199;0,14;0,09;0,02;0,83;;2,57;DEBW_52210005xO2
UUID_f7f95421-5ec0-4f29-b87b-df1e18cd6666;DEBW_52210005zEA;ROOF;226;0,10;81,47;9,05;0,43;;2,57;DEBW_52210005zEA
UUID_39c0b6f9-7d9f-469c-b763-f438ad378bd5;DEBW_52210005zEA;WALL;199;0,14;6,58;1,07;0,83;;2,57;DEBW_52210005zEA
UUID_f15792c5-8cc1-4fa4-9ab2-9a298c533214;DEBW_52210005zEA;WALL;199;0,14;13,70;2,23;0,83;;2,57;DEBW_52210005zEA
UUID_0f214a30-bed8-4f9e-8b5b-fa391f4a5765;DEBW_52210005zEA;WALL;199;0,14;8,23;1,34;0,83;;2,57;DEBW_52210005zEA
UUID_725688d0-1381-4cf4-a16b-acd4ab313944;DEBW_52210005zEA;GROUND;150;0,00;90,53;0,00;0,62;;;DEBW_52210005zEA
UUID_08bc8e38-b9da-4066-a567-d266b7d1deac;DEBW_52210005zEA;WALL;199;0,14;13,19;2,15;0,83;;2,57;DEBW_52210005zEA
UUID_bda11f32-8dea-4c22-b695-05e6834c675d;DEBW_52210005zEA;WALL;199;0,14;2,65;0,43;0,83;;2,57;DEBW_52210005zEA
UUID_fe31f91b-4899-4d23-b63f-72d50f516ee5;DEBW_52210005zEA;WALL;199;0,14;16,82;2,74;0,83;;2,57;DEBW_52210005zEA
UUID_489b8412-8e89-42f6-abfb-0af3ccc4ceb4;DEBW_52210005zEA;WALL;199;0,14;12,52;2,04;0,83;;2,57;DEBW_52210005zEA
UUID_2816f51d-04e7-436a-bab0-e4c2010f922b;DEBW_52210005zEA;WALL;199;0,14;2,21;0,36;0,83;;2,57;DEBW_52210005zEA
UUID_a3406178-e5ca-4caa-934c-bcdd2a26bd06;DEBW_52210005zEA;WALL;199;0,14;6,66;1,08;0,83;;2,57;DEBW_52210005zEA
UUID_88fdb634-e91e-453e-bea1-ff0724c06752;DEBW_52210005zEA;WALL;199;0,14;1,65;0,27;0,83;;2,57;DEBW_52210005zEA
UUID_468b4b31-bfe5-44a4-b7ce-55be5353c42e;DEBW_52210005zEA;WALL;199;0,14;6,79;1,11;0,83;;2,57;DEBW_52210005zEA
UUID_927c4a66-0061-47f0-82ae-eab1c3207703;DEBW_52210006I3B;ROOF;226;0,10;24,35;2,71;0,43;;2,57;DEBW_52210006I3B
UUID_24f0a47b-29a6-4a46-89d0-94edac27cbb1;DEBW_52210006I3B;WALL;199;0,14;9,78;1,59;0,83;;2,57;DEBW_52210006I3B
UUID_e597ea48-2337-4d76-aeb7-f125643d98a5;DEBW_52210006I3B;WALL;199;0,14;18,44;3,00;0,83;;2,57;DEBW_52210006I3B
UUID_c5699dfa-b594-473f-9af3-067bb9e4f8bc;DEBW_52210006I3B;GROUND;150;0,00;27,06;0,00;0,62;;;DEBW_52210006I3B
UUID_d99c7c2d-abc3-43a8-b688-f5a5d9234f4b;DEBW_52210006I3B;WALL;199;0,14;9,73;1,58;0,83;;2,57;DEBW_52210006I3B
UUID_7e1f14bf-b223-4766-822d-c428997932ad;DEBW_52210006I3B;WALL;199;0,14;18,54;3,02;0,83;;2,57;DEBW_52210006I3B
UUID_8e50e40d-e33c-41f8-9e24-ab776ff983e7;DEBW_52210004esI;WALL;199;0,27;1,66;0,61;0,83;;2,57;DEBW_52210004esI
UUID_24bcde25-13c5-44c1-9ff4-829df7d6f9e8;DEBW_52210004esI;ROOF;226;0,10;53,24;5,92;0,43;;2,57;DEBW_52210004esI
UUID_7e71d289-d061-4307-a090-b3f02c53b64f;DEBW_52210004esI;GROUND;150;0,00;59,16;0,00;0,62;;;DEBW_52210004esI
UUID_fd2bbe6a-ca0e-4132-b22a-126875f4cb33;DEBW_52210004esI;WALL;199;0,27;11,28;4,17;0,83;;2,57;DEBW_52210004esI
UUID_b56e44a7-1cec-4c51-8179-44f8057558ec;DEBW_52210004esI;WALL;199;0,27;2,00;0,74;0,83;;2,57;DEBW_52210004esI
UUID_03afcded-3058-416e-b5bd-245410003e14;DEBW_52210004esI;WALL;199;0,27;15,19;5,62;0,83;;2,57;DEBW_52210004esI
UUID_22fbfb9a-7127-4484-ae16-e48d7b00733e;DEBW_52210004esI;WALL;199;0,27;0,33;0,12;0,83;;2,57;DEBW_52210004esI
UUID_04c6b2af-7dc8-4133-8941-821d3aa91910;DEBW_52210004esI;WALL;199;0,27;15,55;5,75;0,83;;2,57;DEBW_52210004esI
UUID_f51dc07e-4bff-4b2b-898c-e708611c85cb;DEBW_52210005MJN;ROOF;226;0,10;3,43;0,38;0,43;;2,57;DEBW_52210005MJN
UUID_54a777d7-acb1-4a1a-a514-fd8e9f5d5f2c;DEBW_52210005MJN;WALL;199;0,27;0,15;0,06;0,83;;2,57;DEBW_52210005MJN
UUID_f3a4fef5-0ae8-4cfb-83f1-de1c6eb66662;DEBW_52210005MJN;WALL;199;0,27;0,02;0,01;0,83;;2,57;DEBW_52210005MJN
UUID_2c1c2411-d839-4cab-ac57-fa99fbf3f4a2;DEBW_52210005MJN;WALL;199;0,27;0,84;0,31;0,83;;2,57;DEBW_52210005MJN
UUID_1347b973-0284-4d31-b7de-5993de7f38a5;DEBW_52210005MJN;WALL;199;0,27;2,81;1,04;0,83;;2,57;DEBW_52210005MJN
UUID_25a7cbff-97cb-467e-b80c-f9d3cb1c42d4;DEBW_52210005MJN;GROUND;150;0,00;3,75;0,00;0,62;;;DEBW_52210005MJN
UUID_cc3267e1-8ee0-4b6a-94f0-a8eea4562507;DEBW_52210005MJN;WALL;199;0,27;1,94;0,72;0,83;;2,57;DEBW_52210005MJN
UUID_98d9f4b6-7ec0-4fd7-be76-55eb12c80fc3;DEBW_52210005eg5;ROOF;226;0,10;55,31;6,15;0,43;;2,57;DEBW_52210005eg5
UUID_aaa8cae4-823c-4716-b7b0-5d8276473cf0;DEBW_52210005eg5;WALL;199;0,18;40,80;8,96;0,83;;2,57;DEBW_52210005eg5
UUID_bccaeb9d-d7b2-48fc-980f-c538a521b260;DEBW_52210005eg5;WALL;199;0,18;14,94;3,28;0,83;;2,57;DEBW_52210005eg5
UUID_7fd85a5d-8d0e-41f0-871a-ccf7118cec12;DEBW_52210005eg5;ROOF;226;0,10;57,41;6,38;0,43;;2,57;DEBW_52210005eg5
UUID_2b40e05c-cc19-460b-9501-e57ee184f5ae;DEBW_52210005eg5;WALL;199;0,18;2,33;0,51;0,83;;2,57;DEBW_52210005eg5
UUID_e99e00ec-a437-470a-8ce5-1a9c4f9e55ad;DEBW_52210005eg5;ROOF;226;0,10;3,03;0,34;0,43;;2,57;DEBW_52210005eg5
UUID_4322bb88-4ff5-4143-a960-075d8cb12cf7;DEBW_52210005eg5;WALL;199;0,18;87,97;19,31;0,83;;2,57;DEBW_52210005eg5
UUID_a408abee-21b2-4bd4-86ec-af80ee2cda32;DEBW_52210005eg5;WALL;199;0,18;22,84;5,01;0,83;;2,57;DEBW_52210005eg5
UUID_ba8dcc3b-6f8a-4e01-9c0d-bffd1fc3015b;DEBW_52210005eg5;WALL;199;0,18;35,60;7,82;0,83;;2,57;DEBW_52210005eg5
UUID_dcd1aedd-f69e-44d2-b51a-5a55b4a26b75;DEBW_52210005eg5;WALL;199;0,18;76,07;16,70;0,83;;2,57;DEBW_52210005eg5
UUID_aa8f4cc8-0306-4553-8e8b-6a3ba5ace1a4;DEBW_52210005eg5;GROUND;150;0,00;104,16;0,00;0,62;;;DEBW_52210005eg5
UUID_c0d47954-4ade-4a9c-9fb9-a2e9ecbcf167;DEBW_52210005eg5;ROOF;226;0,10;0,07;0,01;0,43;;2,57;DEBW_52210005eg5
UUID_98e56b1c-8aea-41e6-a83b-0d364e54741c;DEBW_52210005eg5;WALL;199;0,18;0,22;0,05;0,83;;2,57;DEBW_52210005eg5
UUID_df879f9e-b0d4-466b-98c2-07fe048fefbc;DEBW_52210005xRe;WALL;199;0,27;0,14;0,05;0,83;;2,57;DEBW_52210005xRe
UUID_c06c53ba-1213-415a-babd-a3061a9351ef;DEBW_52210005xRe;WALL;199;0,27;5,23;1,94;0,83;;2,57;DEBW_52210005xRe
UUID_ba903d2b-2b28-4180-971b-b6d50108d016;DEBW_52210005xRe;WALL;199;0,27;1,01;0,37;0,83;;2,57;DEBW_52210005xRe
UUID_601704d6-4580-4b7f-a527-9c8f2d76093b;DEBW_52210005xRe;WALL;199;0,27;27,16;10,05;0,83;;2,57;DEBW_52210005xRe
UUID_be26626f-92c6-4f4f-8b64-3cf01602e178;DEBW_52210005xRe;GROUND;150;0,00;31,90;0,00;0,62;;;DEBW_52210005xRe
UUID_73442a77-8312-4e08-a215-8c3489b49fb0;DEBW_52210005xRe;ROOF;100;0,00;31,90;0,00;0,40;;2,57;DEBW_52210005xRe
UUID_a96232d0-39a2-49f3-8efb-b3d0183a0df5;DEBW_52210005xRe;WALL;199;0,27;30,78;11,38;0,83;;2,57;DEBW_52210005xRe
UUID_ed850f85-6a80-4940-90e8-ac3991044a1d;DEBW_52210005xRe;WALL;199;0,27;5,14;1,90;0,83;;2,57;DEBW_52210005xRe
UUID_7c759d5c-4163-49e9-9547-c6201f2a4667;DEBW_52210005zTA;WALL;199;0,27;9,24;3,42;0,83;;2,57;DEBW_52210005zTA
UUID_8ead1141-d1ec-4044-ae37-d78f703d17c3;DEBW_52210005zTA;ROOF;226;0,10;2,80;0,31;0,43;;2,57;DEBW_52210005zTA
UUID_442446f4-4f58-46b2-92b4-dd05720bae7a;DEBW_52210005zTA;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210005zTA
UUID_5c45f7a2-da13-4148-a4ea-839d5c709d2e;DEBW_52210005zTA;WALL;199;0,27;6,52;2,41;0,83;;2,57;DEBW_52210005zTA
UUID_67f6ee37-dbbe-4dda-a504-a19077a1568f;DEBW_52210005zTA;WALL;199;0,27;10,88;4,02;0,83;;2,57;DEBW_52210005zTA
UUID_aa268d3f-15a5-4857-9534-6075b77ba3a1;DEBW_52210005zTA;GROUND;150;0,00;3,12;0,00;0,62;;;DEBW_52210005zTA
UUID_bf01cf54-b3cd-4d9d-a583-581e4cee37ae;DEBW_52210004ewn;WALL;199;0,27;5,83;2,16;0,83;;2,57;DEBW_52210004ewn
UUID_e8464574-3725-47ab-8d79-9a49773f29a9;DEBW_52210004ewn;ROOF;226;0,10;8,66;0,96;0,43;;2,57;DEBW_52210004ewn
UUID_50d4c8c5-6d71-4c52-a43a-88f14c82d699;DEBW_52210004ewn;WALL;199;0,27;7,90;2,92;0,83;;2,57;DEBW_52210004ewn
UUID_4f96d452-f49a-42e9-b6cd-db818d35cf32;DEBW_52210004ewn;GROUND;150;0,00;9,59;0,00;0,62;;;DEBW_52210004ewn
UUID_18622ae2-d857-4f11-a5dc-673ec890650e;DEBW_52210004ewn;WALL;199;0,27;6,11;2,26;0,83;;2,57;DEBW_52210004ewn
UUID_243c6223-6818-4432-806c-a34db6576fea;DEBW_52210004ewn;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210004ewn
UUID_535ba17b-41f2-4937-b581-941dc349b610;DEBW_52210006I25;GROUND;150;0,00;15,53;0,00;0,62;;;DEBW_52210006I25
UUID_eeac14ab-0406-4465-8668-65a781c8212a;DEBW_52210006I25;WALL;199;0,27;0,42;0,16;0,83;;2,57;DEBW_52210006I25
UUID_64d84fe4-ca30-4567-aab5-d11d6927bfca;DEBW_52210006I25;WALL;199;0,27;4,28;1,58;0,83;;2,57;DEBW_52210006I25
UUID_442fe92b-e3bb-41bf-afa6-939c2f0fd840;DEBW_52210006I25;WALL;199;0,27;6,42;2,37;0,83;;2,57;DEBW_52210006I25
UUID_b0ba78c5-5b1d-49e7-b8a2-983da6cb74da;DEBW_52210006I25;ROOF;226;0,10;14,24;1,58;0,43;;2,57;DEBW_52210006I25
UUID_5e902faa-5a92-4fe7-986e-43fa9da9d403;DEBW_52210006I25;WALL;199;0,27;5,15;1,90;0,83;;2,57;DEBW_52210006I25
UUID_e8c4ecbd-f2ab-4e15-9de7-5589060ab92c;DEBW_52210005MRo;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210005MRo
UUID_399c9047-d6ab-44b1-8508-323964b9a5ba;DEBW_52210005MRo;WALL;199;0,27;21,60;7,99;0,83;;2,57;DEBW_52210005MRo
UUID_951a2d08-0590-4a31-b61c-8f5bec4ed493;DEBW_52210005MRo;WALL;199;0,27;21,79;8,06;0,83;;2,57;DEBW_52210005MRo
UUID_414b543d-1bf8-4dd2-a8e7-b7d75aff2393;DEBW_52210005MRo;WALL;199;0,27;23,51;8,70;0,83;;2,57;DEBW_52210005MRo
UUID_f6053527-3ca1-4521-afa6-eb4ba31614ab;DEBW_52210005MRo;ROOF;226;0,10;43,15;4,79;0,43;;2,57;DEBW_52210005MRo
UUID_c0b3da5c-fd30-4454-b004-dd87a51f4c60;DEBW_52210005MRo;GROUND;150;0,00;66,15;0,00;0,62;;;DEBW_52210005MRo
UUID_8d047174-0fb1-4be2-ac23-82166cd86673;DEBW_52210005MRo;WALL;199;0,27;23,63;8,74;0,83;;2,57;DEBW_52210005MRo
UUID_56f2aeef-767c-44a4-b932-44bf094ce075;DEBW_52210005MRo;WALL;199;0,27;37,33;13,81;0,83;;2,57;DEBW_52210005MRo
UUID_718033d4-a82c-4750-87db-73261d38fdaa;DEBW_52210005MRo;ROOF;226;0,10;47,97;5,33;0,43;;2,57;DEBW_52210005MRo
UUID_32e250c3-32b8-40ad-841b-63d9acd07bc6;DEBW_52210003xIr;WALL;199;0,27;21,10;7,80;0,83;;2,57;DEBW_52210003xIr
UUID_4aa5f7b0-e99b-4c52-aa1b-0f609707cb61;DEBW_52210003xIr;WALL;199;0,27;15,56;5,76;0,83;;2,57;DEBW_52210003xIr
UUID_f2f39429-7e16-4a0a-9960-43135a37f7fd;DEBW_52210003xIr;WALL;199;0,27;21,33;7,89;0,83;;2,57;DEBW_52210003xIr
UUID_03f5c614-5714-476b-8d1a-e5291a84b527;DEBW_52210003xIr;ROOF;226;0,10;40,56;4,51;0,43;;2,57;DEBW_52210003xIr
UUID_680099b5-0db4-47b2-86cd-e081bf72af38;DEBW_52210003xIr;ROOF;226;0,10;0,55;0,06;0,43;;2,57;DEBW_52210003xIr
UUID_7c976192-a0fb-4346-bdfb-7d53fc94cb13;DEBW_52210003xIr;ROOF;226;0,10;41,71;4,63;0,43;;2,57;DEBW_52210003xIr
UUID_904ea411-f84e-4986-8b99-8130934bb88e;DEBW_52210003xIr;WALL;199;0,27;1,19;0,44;0,83;;2,57;DEBW_52210003xIr
UUID_c9846521-78ce-4b69-9936-8a2253342d19;DEBW_52210003xIr;WALL;199;0,27;3,05;1,13;0,83;;2,57;DEBW_52210003xIr
UUID_324cf1df-5231-43f1-88f0-b150ce4db536;DEBW_52210003xIr;WALL;199;0,27;1,85;0,68;0,83;;2,57;DEBW_52210003xIr
UUID_7f467150-21d5-4715-b8a7-76d81c6bb78e;DEBW_52210003xIr;WALL;199;0,27;0,98;0,36;0,83;;2,57;DEBW_52210003xIr
UUID_4280f9a1-1f8c-438c-adda-80b0972ae525;DEBW_52210003xIr;WALL;199;0,27;2,00;0,74;0,83;;2,57;DEBW_52210003xIr
UUID_ccba515b-1211-4582-9122-cf1042be9cb5;DEBW_52210003xIr;WALL;199;0,27;1,11;0,41;0,83;;2,57;DEBW_52210003xIr
UUID_b3721181-bc24-43dd-8934-dbb2daf91447;DEBW_52210003xIr;WALL;199;0,27;1,13;0,42;0,83;;2,57;DEBW_52210003xIr
UUID_3d9b882c-becc-4d4f-8d95-89994722c9cd;DEBW_52210003xIr;WALL;199;0,27;10,30;3,81;0,83;;2,57;DEBW_52210003xIr
UUID_915ed002-ed89-4216-9a66-8276e54f8321;DEBW_52210003xIr;WALL;199;0,27;28,25;10,45;0,83;;2,57;DEBW_52210003xIr
UUID_8f6030a9-4c7b-4210-a818-fcdb48f130a2;DEBW_52210003xIr;GROUND;150;0,00;74,76;0,00;0,62;;;DEBW_52210003xIr
UUID_c689ee7f-1724-4feb-a5c0-0cf948e8e071;DEBW_52210003xIr;WALL;199;0,27;35,28;13,05;0,83;;2,57;DEBW_52210003xIr
UUID_0b89ea81-fdca-41b8-8225-b19c891b9e5e;DEBW_52210006I8X;WALL;199;0,27;11,86;4,39;0,83;;2,57;DEBW_52210006I8X
UUID_b7588ec9-6764-4051-9592-b7a801c2f678;DEBW_52210006I8X;WALL;199;0,27;6,55;2,42;0,83;;2,57;DEBW_52210006I8X
UUID_6f711088-bc2c-4fd4-93c1-8aba28c014dc;DEBW_52210006I8X;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210006I8X
UUID_9015c7cd-4bb2-4cd8-9e8b-0fb777b55c7c;DEBW_52210006I8X;ROOF;226;0,10;21,18;2,35;0,43;;2,57;DEBW_52210006I8X
UUID_689301ae-be3a-4cf6-94ce-40d787faff82;DEBW_52210006I8X;GROUND;150;0,00;23,53;0,00;0,62;;;DEBW_52210006I8X
UUID_bf371501-e157-4bb4-a997-f52d9176bbc5;DEBW_52210006I8X;WALL;199;0,27;2,25;0,83;0,83;;2,57;DEBW_52210006I8X
UUID_a52a038f-d6bb-4831-a0f7-3176c798004f;DEBW_52210006I8X;WALL;199;0,27;6,52;2,41;0,83;;2,57;DEBW_52210006I8X
UUID_c2a9298b-bb35-4401-8819-be8171dbfd40;DEBW_52210005ela;WALL;199;0,18;68,59;15,06;0,83;;2,57;DEBW_52210005ela
UUID_755d538a-c979-4b93-b350-8a11fbe3a29d;DEBW_52210005ela;WALL;199;0,18;40,53;8,90;0,83;;2,57;DEBW_52210005ela
UUID_693d1285-ead9-4cf7-9d25-befa477fe069;DEBW_52210005ela;ROOF;226;0,10;69,29;7,70;0,43;;2,57;DEBW_52210005ela
UUID_b21e0858-d234-463c-88d0-421221b3957d;DEBW_52210005ela;WALL;199;0,18;37,75;8,29;0,83;;2,57;DEBW_52210005ela
