Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type,Window area [m2],Heated area [m2]_snapshot,Heated volume [m3],U walls [W/m2K],U windows [W/m2K],Window-to-Wall ratio [-],GMLId,compactness,BuildingType,usage_type,building_type,annual_heat_kwh,heated_area_m2,heated_volume_m3,window_area_m2,u_walls_w_m2k,u_windows_w_m2k,window_to_wall,window_to_heated,is_outlier
DEBW_52210004I04,DEBW_52210004I04,medium,3,165000,25272.217728673622,34600.08586379043,3952.600621275216,376.1,4.2,residential,89.71000000000001,376.1,1175.3,0.7151395334187262,2.5699999999999994,0.2090216454251031,DEBW_52210004I04,1.8018018018018016,MFH,residential,MFH,34600.08586379043,376.1,1175.3,89.71000000000001,0.7151395334187262,2.5699999999999994,0.2090216454251031,0.2385269875033236,False
DEBW_52210004IZi,DEBW_52210004IZi,medium,3,165000,13434.247936520109,18364.202312020832,2009.889095484009,139.8,4.2,residential,49.19,139.8,436.9,0.7072911382821667,2.5700000000000003,0.2117338154269972,DEBW_52210004IZi,1.3386880856760375,MFH,residential,MFH,18364.202312020832,139.8,436.9,49.19,0.7072911382821667,2.5700000000000003,0.2117338154269972,0.35185979971387693,False
DEBW_52210004Ihn,DEBW_52210004Ihn,medium,3,165000,34779.01528126851,49262.13829081848,5296.985746289588,527.7,4.2,residential,121.92,527.7,1649.0,0.7103970604028906,2.57,0.2106354307038457,DEBW_52210004Ihn,1.9267822736030829,MFH,residential,MFH,49262.13829081848,527.7,1649.0,121.92,0.7103970604028906,2.57,0.2106354307038457,0.23104036384309265,False
DEBW_52210004IuQ,DEBW_52210004IuQ,medium,3,165000,21224.912424334845,27922.163999424152,3516.193457010787,311.8,4.2,residential,71.56000000000002,311.8,974.2,0.6824562195795072,2.5699999999999994,0.2214657093339935,DEBW_52210004IuQ,1.8691588785046729,MFH,residential,MFH,27922.163999424152,311.8,974.2,71.56000000000002,0.6824562195795072,2.5699999999999994,0.2214657093339935,0.22950609364977553,False
DEBW_52210004KwN,DEBW_52210004KwN,medium,3,165000,16558.4919325627,23316.56876879438,2535.1289639536776,215.7,4.2,residential,59.11,215.7,674.0,0.6938694926775011,2.5699999999999994,0.216821949966987,DEBW_52210004KwN,1.6260162601626016,MFH,residential,MFH,23316.56876879438,215.7,674.0,59.11,0.6938694926775011,2.5699999999999994,0.216821949966987,0.2740380157626333,False
DEBW_52210004L5J,DEBW_52210004L5J,medium,3,165000,31197.01646190199,43905.46736628616,5139.174334176757,561.8,4.2,residential,105.28000000000002,561.8,1755.5,0.7014927363323742,2.5699999999999994,0.2139272143539309,DEBW_52210004L5J,2.277904328018223,MFH,residential,MFH,43905.46736628616,561.8,1755.5,105.28000000000002,0.7014927363323742,2.5699999999999994,0.2139272143539309,0.1873976504093984,False
DEBW_52210004L7q,DEBW_52210004L7q,medium,3,165000,14999.897059585122,23848.834393707923,2045.891770088267,220.3,4.2,residential,50.98,220.3,688.4,0.7051006788631918,2.57,0.1757506808701348,DEBW_52210004L7q,1.572327044025157,EFH,residential,EFH,23848.834393707923,220.3,688.4,50.98,0.7051006788631918,2.57,0.1757506808701348,0.2314117113027689,False
DEBW_52210004Lja,DEBW_52210004Lja,medium,3,165000,29620.862552553157,40941.76982500484,4751.794932474563,472.1,4.2,residential,101.9,472.1,1475.3,0.7071468776841681,2.57,0.2118370995572002,DEBW_52210004Lja,1.9305019305019304,MFH,residential,MFH,40941.76982500484,472.1,1475.3,101.9,0.7071468776841681,2.57,0.2118370995572002,0.21584410082609617,False
DEBW_52210004bgQ,DEBW_52210004bgQ,medium,3,165000,25765.06827798629,35165.45960561494,4112.359244495827,403.9,4.2,residential,90.33,403.9,1262.3,0.7011929530544256,2.57,0.2140217030753921,DEBW_52210004bgQ,1.7985611510791366,MFH,residential,MFH,35165.45960561494,403.9,1262.3,90.33,0.7011929530544256,2.57,0.2140217030753921,0.2236444664520921,False
DEBW_52210004cUQ,DEBW_52210004cUQ,medium,3,165000,17615.680529895806,27634.69758900238,2472.2925749592014,249.0,4.2,residential,59.27,249.0,778.0,0.7320492945259265,2.5699999999999994,0.1658505190698715,DEBW_52210004cUQ,1.680672268907563,EFH,residential,EFH,27634.69758900238,249.0,778.0,59.27,0.7320492945259265,2.5699999999999994,0.1658505190698715,0.23803212851405622,False
DEBW_52210004caM,DEBW_52210004caM,medium,3,165000,53257.75155551556,52214.36321717796,11774.67779748708,888.6,4.2,residential,184.45,888.6,2251.2,0.6950527831829255,2.57,0.2989804353816478,DEBW_52210004caM,2.079002079002079,RH,residential,RH,52214.36321717796,888.6,2251.2,184.45,0.6950527831829255,2.57,0.2989804353816478,0.20757371145622325,False
DEBW_52210004d3g,DEBW_52210004d3g,medium,3,165000,17461.76408249052,26836.173007007048,2733.806339984175,340.8,4.2,residential,63.01,340.8,1065.0,0.6899245109055808,2.57,0.2183752685936091,DEBW_52210004d3g,2.1141649048625792,MFH,residential,MFH,26836.173007007048,340.8,1065.0,63.01,0.6899245109055808,2.57,0.2183752685936091,0.18488849765258214,False
DEBW_52210004dF4,DEBW_52210004dF4,medium,3,165000,15040.369345670211,14708.464474396244,2931.540019586447,136.9,4.2,residential,53.44000000000001,136.9,427.9,0.7029475100942126,2.5699999999999994,0.2965758366169044,DEBW_52210004dF4,1.4814814814814814,RH,residential,RH,14708.464474396244,136.9,427.9,53.44000000000001,0.7029475100942126,2.5699999999999994,0.2965758366169044,0.3903579254930607,True
DEBW_52210004dGw,DEBW_52210004dGw,medium,3,165000,21170.33125021259,30533.04005259002,3431.598150032209,410.5,4.2,residential,75.28,410.5,1282.7,0.6922065159510091,2.5700000000000003,0.2175093903496099,DEBW_52210004dGw,2.272727272727273,MFH,residential,MFH,30533.04005259002,410.5,1282.7,75.28,0.6922065159510091,2.5700000000000003,0.2175093903496099,0.1833861144945189,False
DEBW_52210004dNl,DEBW_52210004dNl,medium,3,165000,18268.775386006346,30110.225170656875,2470.366337661836,304.0,4.2,residential,63.05,304.0,950.1,0.7361409796893669,2.57,0.1644711099517412,DEBW_52210004dNl,1.6891891891891893,EFH,residential,EFH,30110.225170656875,304.0,950.1,63.05,0.7361409796893669,2.57,0.1644711099517412,0.20740131578947368,False
DEBW_52210004dQ2,DEBW_52210004dQ2,medium,3,165000,12576.250992845124,18825.60653255899,1834.6238762394808,191.4,4.2,residential,42.5,191.4,598.1,0.6849693334688759,2.5699999999999994,0.1842938294089588,DEBW_52210004dQ2,1.4577259475218658,EFH,residential,EFH,18825.60653255899,191.4,598.1,42.5,0.6849693334688759,2.5699999999999994,0.1842938294089588,0.22204806687565307,False
DEBW_52210004dQC,DEBW_52210004dQC,medium,3,165000,44086.69902019373,63509.23610786253,7300.353645338636,863.1,4.2,residential,149.29000000000002,863.1,2697.3,0.6805766971201115,2.5699999999999994,0.2222304921253982,DEBW_52210004dQC,2.380952380952381,MFH,residential,MFH,63509.23610786253,863.1,2697.3,149.29000000000002,0.6805766971201115,2.5699999999999994,0.2222304921253982,0.17296952844398103,False
DEBW_52210004dvl,DEBW_52210004dvl,medium,3,165000,30060.322763802968,42311.91026602982,4569.346871836196,448.1,4.2,residential,106.73,448.1,1400.3,0.7108222541831829,2.57,0.2105128205128205,DEBW_52210004dvl,1.8939393939393938,MFH,residential,MFH,42311.91026602982,448.1,1400.3,106.73,0.7108222541831829,2.57,0.2105128205128205,0.23818344119616155,False
DEBW_52210004e9F,DEBW_52210004e9F,medium,3,165000,31639.17677681905,46022.87640196369,4805.217647561374,496.2,4.2,residential,113.82,496.2,1550.5,0.7337917027821681,2.57,0.2029998751538282,DEBW_52210004e9F,2.004008016032064,MFH,residential,MFH,46022.87640196369,496.2,1550.5,113.82,0.7337917027821681,2.57,0.2029998751538282,0.22938331318016927,False
DEBW_52210004eFK,DEBW_52210004eFK,medium,3,165000,47050.05246632854,64646.14391642846,7747.894444667026,805.1,4.2,residential,159.88,805.1,2515.8,0.7073181103279548,2.57,0.2117700041061234,DEBW_52210004eFK,2.1691973969631237,MFH,residential,MFH,64646.14391642846,805.1,2515.8,159.88,0.7073181103279548,2.57,0.2117700041061234,0.19858402682896534,False
DEBW_52210004edl,DEBW_52210004edl,medium,3,165000,15176.328197455572,23284.42603653985,2185.311627028175,237.7,4.2,residential,51.34,237.7,743.0,0.7132810656846102,2.57,0.1725772294867054,DEBW_52210004edl,1.5503875968992247,EFH,residential,EFH,23284.42603653985,237.7,743.0,51.34,0.7132810656846102,2.57,0.1725772294867054,0.21598653765250317,False
DEBW_52210004evV,DEBW_52210004evV,medium,3,165000,27216.791194117726,38567.306252694885,4081.02937552773,445.0,4.2,residential,98.53,445.0,1390.7,0.715872873083622,2.57,0.2087809632784523,DEBW_52210004evV,2.028397565922921,MFH,residential,MFH,38567.306252694885,445.0,1390.7,98.53,0.715872873083622,2.57,0.2087809632784523,0.22141573033707865,False
DEBW_52210004ewN,DEBW_52210004ewN__01,medium,3,165000,15951.893701454335,20553.36552332141,2727.471156397984,227.8,4.2,residential,51.96,227.8,712.0,0.6877687994148584,2.57,0.2192590091990885,DEBW_52210004ewN,1.8903591682419658,MFH,residential,MFH,20553.36552332141,227.8,712.0,51.96,0.6877687994148584,2.57,0.2192590091990885,0.22809482001755926,False
DEBW_52210004f3W,DEBW_52210004f3W,medium,3,165000,19473.05562385841,26648.512202706534,2932.375038363402,211.9,4.2,residential,71.50999999999999,211.9,662.1,0.7591152004033276,2.57,0.1957729898431297,DEBW_52210004f3W,1.461988304093567,MFH,residential,MFH,26648.512202706534,211.9,662.1,71.50999999999999,0.7591152004033276,2.57,0.1957729898431297,0.3374705049551675,False
DEBW_52210004fK1,DEBW_52210004fK1,medium,3,165000,21471.263765936685,28769.642863411416,3324.226690121489,272.8,4.2,residential,75.3,272.8,852.6,0.6908561288297641,2.5700000000000003,0.2180017949682985,DEBW_52210004fK1,1.6129032258064517,MFH,residential,MFH,28769.642863411416,272.8,852.6,75.3,0.6908561288297641,2.5700000000000003,0.2180017949682985,0.2760263929618768,False
DEBW_52210004fgD,DEBW_52210004fgD,medium,3,165000,17561.47395505457,23831.29723205787,2650.3832300859995,205.6,4.2,residential,62.81,205.6,642.3,0.7113590669092861,2.57,0.2103412477813871,DEBW_52210004fgD,1.5174506828528072,MFH,residential,MFH,23831.29723205787,205.6,642.3,62.81,0.7113590669092861,2.57,0.2103412477813871,0.30549610894941637,False
DEBW_52210004xfl,DEBW_52210004xfl,medium,3,165000,26985.36858934885,36691.35256338899,4183.253884394959,401.0,4.2,residential,96.14,401.0,1253.1,0.710651064989681,2.57,0.2105977963242864,DEBW_52210004xfl,1.8450184501845017,MFH,residential,MFH,36691.35256338899,401.0,1253.1,96.14,0.710651064989681,2.57,0.2105977963242864,0.2397506234413965,False
DEBW_52210004xqq,DEBW_52210004xqq,medium,3,165000,22339.366114306024,33007.12819387891,3970.1099599800023,551.2,4.2,residential,77.28,551.2,1722.5,0.6770097485653708,2.5699999999999994,0.223850766155896,DEBW_52210004xqq,2.793296089385475,MFH,residential,MFH,33007.12819387891,551.2,1722.5,77.28,0.6770097485653708,2.5699999999999994,0.223850766155896,0.1402031930333817,False
