hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
8168,476.6943061872089,559.1999999999997,-82.50569381279081
8169,463.6132533616683,541.9,-78.28674663833169
8170,436.65588647197205,535.6000000000001,-98.94411352802808
8171,374.078910534373,515.9000000000001,-141.8210894656271
8172,263.60924237641615,507.5999999999997,-243.99075762358353
8173,176.85714457318602,491.50000000000006,-314.64285542681404
8174,113.68112512206662,506.9999999999997,-393.3188748779331
8175,75.00118230390589,489.5000000000002,-414.4988176960943
8176,110.1915328137502,500.40000000000003,-390.20846718624983
8177,167.47206118503652,507.99999999999966,-340.52793881496314
8178,253.30390155041084,538.1,-284.7960984495892
8179,311.1568123661963,546.4,-235.2431876338037
8180,378.96474075421537,576.0000000000001,-197.03525924578474
8181,428.7259255622784,592.8000000000001,-164.07407443772166
8182,458.2752214208873,596.1000000000001,-137.82477857911283
8183,490.4348241074959,607.5999999999999,-117.16517589250401
8184,506.8777183618229,606.8999999999999,-100.02228163817699
8185,536.7625945281652,623.3000000000001,-86.53740547183486
8186,564.9637226600054,640.1999999999999,-75.23627733999456
8187,594.8493838976922,659.6999999999999,-64.85061610230775
8188,628.1065179768241,682.4,-54.2934820231759
8189,702.5849852621533,747.3000000000001,-44.715014737846786
8190,755.6719692401571,785.3999999999999,-29.728030759842795
8191,787.5894932222626,803.3000000000005,-15.710506777737919
8192,779.9948334462737,781.8999999999997,-1.905166553726076
8193,746.5076266085015,739.7999999999996,6.707626608501869
8194,710.4422715133414,737.8999999999996,-27.457728486658198
8195,614.1287404595816,715.9999999999997,-101.87125954041801
8196,496.2712278475149,697.4999999999998,-201.22877215248485
8197,418.106482477038,715.5999999999997,-297.49351752296167
8198,341.9070501722728,705.7999999999998,-363.892949827727
8199,329.60766534353326,722.8999999999999,-393.2923346564666
8200,392.0342051994724,769.6000000000001,-377.5657948005277
8201,493.48379841316,798.6000000000005,-305.1162015868405
8202,623.9925078790562,851.5,-227.50749212094377
8203,744.1431258288302,904.5000000000002,-160.35687417117003
8204,841.2078964091454,944.6000000000004,-103.39210359085496
8205,914.349461855122,971.2000000000002,-56.850538144878215
8206,1015.9164271844824,1033.1999999999994,-17.283572815517005
8207,1091.0838085539,1072.4000000000008,18.683808553899325
8208,1159.7967579590024,1108.8000000000004,50.996757959002025
8209,1195.3020099849118,1115.2999999999997,80.00200998491209
8210,1221.0530651720796,1119.7999999999997,101.25306517207991
8211,1257.4604237188894,1137.5999999999997,119.8604237188897
8212,1290.9467955099117,1155.6999999999998,135.24679550991186
8213,1293.1505677868256,1144.6,148.5505677868257
8214,1276.181493705045,1117.3999999999999,158.78149370504525
8215,1305.2477728658755,1142.1,163.1477728658756
8216,1305.8927897878837,1135.9999999999995,169.8927897878841
8217,1303.03196254568,1129.9999999999995,173.03196254568047
8218,1253.1354717229303,1105.4000000000003,147.73547172293001
8219,1152.8740651031285,1074.3000000000006,78.57406510312785
8220,1065.383797899787,1060.8000000000002,4.5837978997867594
8221,1008.317220629755,1053.8000000000002,-45.482779370245225
8222,908.5490480722252,1008.7999999999998,-100.25095192777462
8223,853.4810031148575,987.2,-133.7189968851426
8224,864.939550583194,983.2000000000002,-118.26044941680618
8225,919.3336531905072,1002.6999999999998,-83.3663468094926
8226,956.2244238818668,994.0,-37.775576118133245
8227,997.0335980525424,995.9000000000001,1.133598052542311
8228,1051.1152589478,1021.9999999999999,29.115258947800044
8229,1077.245691528017,1023.4999999999997,53.745691528017346
8230,1111.296679297567,1037.7999999999995,73.49667929756743
8231,1131.520692032576,1041.8999999999994,89.6206920325767
8232,1140.9775105007614,1038.0999999999995,102.8775105007619
8233,1169.2445136626889,1056.6000000000004,112.6445136626885
8234,1189.4618545817716,1067.6000000000006,121.86185458177101
8235,1194.660651459178,1064.8000000000006,129.86065145917746
8236,1208.9002874434354,1073.4000000000005,135.5002874434349
8237,1224.1499763777226,1082.3000000000004,141.84997637772221
8238,1236.8064783246562,1091.1000000000004,145.7064783246558
8239,1249.0186797327094,1098.0000000000002,151.0186797327092
8240,1240.6677977611785,1084.3000000000004,156.36779776117805
8241,1257.952881887742,1100.0000000000002,157.9528818877418
8242,1242.3613312449352,1083.6000000000004,158.7613312449348
8243,1235.8433283436464,1095.9,139.94332834364627
8244,1169.4683900555945,1064.3000000000004,105.16839005559405
8245,1149.7493348865437,1086.0000000000002,63.749334886543465
8246,1123.7879091250968,1078.4000000000003,45.387909125096485
8247,1096.417124353584,1067.2000000000007,29.21712435358336
8248,1099.9389133091183,1063.7000000000003,36.23891330911806
8249,1137.7149070460573,1083.4000000000003,54.31490704605699
8250,1161.9637013894098,1083.4000000000003,78.56370138940952
8251,1191.7045593451269,1094.2000000000005,97.50455934512638
8252,1242.6554619281728,1128.3999999999999,114.25546192817296
8253,1225.7222726435973,1095.5000000000005,130.22227264359685
8254,1242.4360793789203,1102.2000000000005,140.23607937891984
8255,1267.6112155681546,1120.3999999999996,147.211215568155
8256,1258.609168060416,1102.7000000000005,155.9091680604156
8257,1275.2525956318314,1115.4999999999998,159.75259563183158
8258,1293.7811409086876,1130.9999999999998,162.7811409086878
8259,1284.3337522356665,1115.2999999999997,169.03375223566673
8260,1304.140508232122,1133.8999999999994,170.2405082321227
8261,1323.2937197125962,1149.0999999999995,174.1937197125967
8262,1321.454737819421,1143.5,177.9547378194211
8263,1314.0676242113616,1132.7999999999997,181.26762421136186
8264,1298.7849016682724,1115.6999999999998,183.08490166827255
8265,1268.742156662279,1086.7000000000003,182.04215666227879
