hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
1805,501.4067054609585,323.2999999999997,178.10670546095878
1806,481.91901861678457,304.60000000000025,177.31901861678432
1807,469.27656845587154,291.90000000000003,177.3765684558715
1808,426.16352058677984,268.0000000000002,158.1635205867796
1809,372.01859968955984,254.29999999999993,117.71859968955991
1810,303.6810668988387,242.70000000000002,60.98106689883869
1811,212.9658511491912,234.00000000000006,-21.03414885080886
1812,117.65951416320102,205.79999999999987,-88.14048583679885
1813,28.17941073107038,188.09999999999994,-159.92058926892955
1814,0.0,165.0,-165.0
1815,0.0,160.99999999999991,-160.99999999999991
1816,0.0,170.4,-170.4
1817,0.0,165.99999999999997,-165.99999999999997
1818,0.0,187.49999999999997,-187.49999999999997
1819,0.0,193.69999999999985,-193.69999999999985
1820,0.2548613533902256,199.0999999999998,-198.84513864660957
1821,2.1944791851551813,198.09999999999977,-195.90552081484458
1822,5.606497029894166,192.39999999999984,-186.79350297010566
1823,14.95252644913411,190.79999999999984,-175.84747355086574
1824,43.85771422823339,198.69999999999976,-154.84228577176637
1825,59.24383328911976,193.69999999999985,-134.4561667108801
1826,69.57529095933201,188.49999999999994,-118.92470904066793
1827,111.600048205795,200.39999999999986,-88.79995179420486
1828,122.615949537592,195.59999999999982,-72.98405046240782
1829,126.92514966705708,189.7999999999999,-62.87485033294281
1830,157.3309321013715,197.99999999999977,-40.66906789862827
1831,155.83252726937525,190.39999999999986,-34.567472730624615
1832,127.85283065066942,178.80000000000004,-50.94716934933062
1833,80.10949209410484,173.60000000000002,-93.49050790589519
1834,17.54253767880856,171.20000000000002,-153.65746232119145
1835,0.0,148.20000000000002,-148.20000000000002
1836,0.0,128.79999999999995,-128.79999999999995
1837,0.0,114.2,-114.2
1838,0.0,96.09999999999997,-96.09999999999997
1839,0.0,79.79999999999997,-79.79999999999997
1840,0.0,81.3,-81.3
1841,0.0,88.39999999999999,-88.39999999999999
1842,0.0,108.89999999999998,-108.89999999999998
1843,0.0,125.89999999999999,-125.89999999999999
1844,0.0,140.1,-140.1
1845,0.0,146.9,-146.9
1846,0.0,150.70000000000002,-150.70000000000002
1847,0.0,155.30000000000004,-155.30000000000004
1848,0.0,181.6,-181.6
1849,0.0,182.79999999999998,-182.79999999999998
1850,0.0,188.59999999999994,-188.59999999999994
1851,0.0,200.99999999999983,-200.99999999999983
1852,0.0,206.59999999999985,-206.59999999999985
1853,0.0,204.8999999999999,-204.8999999999999
1854,0.0,212.7,-212.7
1855,0.0,221.20000000000007,-221.20000000000007
1856,0.0,220.20000000000007,-220.20000000000007
1857,0.0,202.39999999999986,-202.39999999999986
1858,0.0,177.3,-177.3
1859,0.0,158.39999999999998,-158.39999999999998
1860,0.0,147.39999999999998,-147.39999999999998
1861,0.0,140.00000000000003,-140.00000000000003
1862,0.0,128.79999999999995,-128.79999999999995
1863,0.0,134.69999999999996,-134.69999999999996
1864,0.0,143.70000000000002,-143.70000000000002
1865,0.0,155.30000000000004,-155.30000000000004
1866,0.0,171.9,-171.9
1867,0.0,206.49999999999986,-206.49999999999986
1868,0.0,229.00000000000003,-229.00000000000003
1869,0.0,237.79999999999998,-237.79999999999998
1870,0.0,259.6,-259.6
1871,0.0,281.2000000000001,-281.2000000000001
1872,0.0,297.6000000000001,-297.6000000000001
1873,0.5371824831210615,304.60000000000025,-304.0628175168792
1874,4.216847835892224,309.9000000000001,-305.68315216410787
1875,19.23539598342625,315.79999999999995,-296.5646040165737
1876,39.75747329239319,314.59999999999997,-274.8425267076068
1877,61.63929202163602,307.3000000000002,-245.66070797836417
1878,102.29515614486242,307.5000000000002,-205.20484385513782
1879,149.13332411591648,306.60000000000025,-157.46667588408377
