hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
1541,86.19484539283505,1093.5000000000002,-1007.3051546071652
1542,178.07688159901105,1141.9999999999993,-963.9231184009883
1543,255.64218521730763,1124.3999999999999,-868.7578147826922
1544,2609.6766840484797,1395.0999999999997,1214.57668404848
1545,2488.587897420902,1360.8000000000002,1127.787897420902
1546,2360.727609416409,1320.4999999999995,1040.2276094164095
1547,2135.4061208508406,1184.7000000000003,950.7061208508403
1548,1951.2485779646845,1156.0000000000005,795.248577964684
1549,1777.4661040878295,1106.4999999999998,670.9661040878298
1550,1626.568965447461,1088.1000000000008,538.4689654474603
1551,1528.277516569833,1003.6000000000003,524.6775165698328
1552,1476.4158832726152,1077.8000000000004,398.61588327261484
1553,1468.7889472306465,1126.5999999999997,342.1889472306468
1554,1477.5272789400976,1175.8,301.7272789400977
1555,1559.8367734769315,1296.0,263.8367734769315
1556,1580.579069057079,1309.0999999999997,271.4790690570794
1557,1606.7911815440834,1334.6999999999996,272.09118154408384
1558,1605.92196166925,1314.1999999999996,291.7219616692505
1559,1636.7967745703406,1350.1000000000006,286.69677457034004
1560,1651.1899408118736,1355.2000000000005,295.9899408118731
1561,0.0,1097.4,-1097.4
1562,0.1869381895515693,1067.6000000000001,-1067.4130618104487
1563,1.456076198648411,1026.9999999999998,-1025.5439238013514
1564,8.545447388785071,1000.1000000000004,-991.5545526112153
1565,20.893414618426963,981.6000000000001,-960.7065853815732
1566,49.95164712778152,1005.3000000000001,-955.3483528722186
1567,100.86358220606802,1021.9,-921.036417793932
1568,2398.224866446738,1315.7999999999993,1082.4248664467386
1569,2350.4190536105,1345.9,1004.5190536105001
1570,2288.677310708083,1345.3000000000002,943.3773107080829
1571,2185.221175154252,1336.3999999999996,848.8211751542522
1572,2042.4745259925853,1271.1,771.3745259925854
1573,1969.4756480961173,1242.1999999999994,727.275648096118
1574,1816.889729520021,1167.9000000000003,648.9897295200208
1575,1732.9011973561005,1147.0999999999992,585.8011973561013
1576,1711.357368651282,1167.2000000000003,544.1573686512818
1577,1651.1907952411457,1107.4999999999998,543.6907952411459
1578,1617.1693633606185,1112.3999999999994,504.7693633606191
1579,1612.3481738895675,1125.6999999999996,486.64817388956794
1580,1611.6371846996046,1147.3999999999994,464.2371846996052
1581,1620.4990066681369,1181.9999999999995,438.4990066681373
1582,1601.586263995487,1166.5000000000002,435.08626399548666
1583,1597.1144670171414,1174.0000000000002,423.1144670171411
1584,1578.526313584101,1157.1000000000006,421.4263135841004
1585,0.0,862.9000000000001,-862.9000000000001
1586,0.0,962.6999999999997,-962.6999999999997
1587,0.5909178584316419,973.7999999999995,-973.2090821415678
1588,6.618010802842014,1000.7000000000004,-994.0819891971584
1589,19.61986912460089,998.8000000000003,-979.1801308753994
1590,49.34485201327596,1022.5999999999999,-973.255147986724
1591,93.42972358573604,1013.7,-920.270276414264
1592,2393.6150083201483,1329.1999999999996,1064.4150083201487
1593,2316.1839005381,1363.2000000000005,952.9839005380993
1594,2171.921009745297,1331.1999999999996,840.7210097452974
