hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
1399,596.9581923973046,805.4999999999999,-208.54180760269526
1400,2723.3282153878217,917.3000000000003,1806.0282153878215
1401,2174.002481387536,901.0000000000001,1273.0024813875361
1402,1680.4550527001768,867.7999999999993,812.6550527001775
1403,1232.3651202277513,826.7000000000002,405.6651202277511
1404,818.388668817821,762.1999999999997,56.18866881782128
1405,466.64762590648826,707.2000000000003,-240.55237409351201
1406,208.25352092553825,656.8999999999999,-448.6464790744616
1407,81.57229840213971,637.4999999999998,-555.92770159786
1408,38.73825264764104,619.4,-580.6617473523589
1409,41.02879840080813,626.4999999999998,-585.4712015991917
1410,110.17887346260028,666.3000000000004,-556.1211265374002
1411,305.8340054073995,715.3999999999999,-409.56599459260036
1412,469.83708137978624,725.1,-255.26291862021378
1413,584.5230927584938,728.3000000000001,-143.77690724150625
1414,684.7115840841193,749.0999999999997,-64.38841591588039
1415,750.8633283909953,757.4999999999998,-6.636671609004452
1416,808.998226926464,773.6999999999998,35.29822692646417
1417,0.0,334.9999999999998,-334.9999999999998
1418,0.0,346.1,-346.1
1419,0.2811330573849825,345.70000000000005,-345.41886694261507
1420,1.2708396309288033,354.0000000000001,-352.72916036907134
1421,10.156109704485328,358.40000000000015,-348.2438902955148
1422,58.18384665269708,365.0,-306.81615334730293
1423,178.08267115213025,365.1,-187.01732884786978
1424,2330.070424229026,443.2999999999999,1886.7704242290258
1425,1801.7590151300144,421.20000000000005,1380.5590151300144
1426,1334.928932344228,400.00000000000006,934.9289323442281
1427,931.4779846588318,369.70000000000016,561.7779846588317
1428,524.8849792127729,324.0999999999996,200.7849792127733
1429,198.91047531995028,301.6000000000002,-102.68952468004991
1430,41.50887728266394,288.99999999999994,-247.491122717336
1431,8.05296391568682,278.0000000000001,-269.9470360843133
1432,3.9183828483292418,292.50000000000006,-288.5816171516708
1433,4.063932168753795,296.40000000000003,-292.3360678312462
1434,14.41625939400187,311.7000000000001,-297.2837406059982
1435,62.45733902360787,325.0999999999996,-262.64266097639177
1436,196.6141143434604,331.0999999999997,-134.4858856565393
1437,336.2852771970272,341.20000000000005,-4.914722802972847
1438,443.73861693324994,348.5000000000001,95.23861693324983
1439,544.596022270184,366.60000000000014,177.99602227018386
1440,610.2741066401574,373.99999999999994,236.2741066401574
1441,0.0,288.99999999999994,-288.99999999999994
1442,0.0,298.20000000000005,-298.20000000000005
1443,0.0,326.4999999999996,-326.4999999999996
1444,0.5891364461124984,325.2999999999996,-324.7108635538871
1445,1.6925307840330177,332.9999999999997,-331.3074692159667
1446,11.81512594691916,336.4999999999999,-324.6848740530807
1447,51.50489931422588,337.0999999999999,-285.595100685774
1448,2144.0586851242056,426.70000000000005,1717.3586851242055
1449,1681.88152727938,420.90000000000003,1260.9815272793799
1450,1222.5325747155084,388.99999999999983,833.5325747155086
1451,823.8389507344126,368.7000000000002,455.1389507344124
1452,466.81212572827536,346.6000000000001,120.21212572827528
1453,157.58592394822816,318.1999999999999,-160.61407605177172
1454,24.014814745178384,301.8000000000002,-277.7851852548218
1455,5.919015277177492,304.7000000000003,-298.7809847228228
1456,2.3581534228003616,308.2000000000001,-305.84184657719976
1457,2.2948676924581184,308.2000000000001,-305.905132307542
1458,20.31424808189731,355.90000000000026,-335.58575191810297
1459,85.56467149391688,377.8999999999998,-292.33532850608293
1460,284.75592506285,404.8999999999997,-120.1440749371497
1461,459.1303326609672,413.0999999999999,46.030332660967304
1462,608.8426280049459,430.70000000000005,178.1426280049459
1463,720.2935337604016,445.10000000000014,275.19353376040146
1464,813.2910092783893,460.1,353.1910092783893
1465,0.0,394.1999999999999,-394.1999999999999
1466,0.0,394.8999999999998,-394.8999999999998
1467,0.7905159557416856,397.0,-396.2094840442583
1468,4.866487333316707,392.9,-388.0335126666833
1469,48.26499165930374,398.49999999999994,-350.2350083406962
1470,187.52210634766223,401.2,-213.67789365233776
1471,354.08559341457817,407.9999999999999,-53.914406585421716
1472,2523.171999584802,485.09999999999997,2038.0719995848021
1473,2057.7611685157053,490.4,1567.3611685157052
1474,1675.2149715538983,480.6,1194.6149715538982
1475,1391.6500243634998,465.2999999999999,926.3500243634999
1476,1175.6477460850815,462.99999999999994,712.6477460850815
1477,1007.9720106697667,459.49999999999994,548.4720106697669
1478,902.892708539482,470.09999999999985,432.79270853948213
1479,769.6148565964781,468.69999999999993,300.9148565964782
1480,694.4959389797692,471.6,222.8959389797692
1481,701.1573994337414,490.79999999999995,210.35739943374142
1482,763.7807608534777,491.9,271.8807608534777
1483,845.12681094858,490.59999999999997,354.52681094858
1484,895.9617420039009,484.29999999999995,411.66174200390094
1485,949.0265381211454,489.90000000000003,459.1265381211454
1486,993.031410270626,496.40000000000003,496.63141027062596
