Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type
DEBW_52210004IZi,DEBW_52210004IZi,very heavy,5,370000,13415.349318660968,16412.735519836333,1599.6895058170091,139.8,4.2,residential
DEBW_52210004Ihn,DEBW_52210004Ihn,very heavy,5,370000,34690.506553376494,44203.69433495438,4530.603662015009,527.7,4.2,residential
DEBW_52210004IuQ,DEBW_52210004IuQ,very heavy,5,370000,21153.2687959656,25127.753816770317,3038.9825254536545,311.8,4.2,residential
DEBW_52210004KwN,DEBW_52210004KwN,very heavy,5,370000,16528.993636992265,20906.721022802078,2107.6823240299987,215.7,4.2,residential
DEBW_52210004L5J,DEBW_52210004L5J,very heavy,5,370000,31097.93000298348,39518.11755575633,4565.611644856944,561.8,4.2,residential
DEBW_52210004L7q,DEBW_52210004L7q,very heavy,5,370000,14956.032314873386,21421.220265570482,1657.9464501312198,220.3,4.2,residential
DEBW_52210004Lja,DEBW_52210004Lja,very heavy,5,370000,29526.04616157239,36772.487822253956,4139.2413233770285,472.1,4.2,residential
DEBW_52210004bgQ,DEBW_52210004bgQ,very heavy,5,370000,25703.925293915618,31574.860491419375,3579.813498438255,403.9,4.2,residential
DEBW_52210004cUQ,DEBW_52210004cUQ,very heavy,5,370000,17565.79441416015,24813.570162781023,2001.8487661914623,249.0,4.2,residential
DEBW_52210004caM,DEBW_52210004caM,very heavy,5,370000,53050.911279945714,46804.37003800822,11036.949253908986,888.6,4.2,residential
DEBW_52210004d3g,DEBW_52210004d3g,very heavy,5,370000,17499.362937905964,24190.71627561002,2441.6354031106794,340.8,4.2,residential
DEBW_52210004dF4,DEBW_52210004dF4,very heavy,5,370000,14951.510568070611,13056.317003478813,2499.887146283359,136.9,4.2,residential
DEBW_52210004dGw,DEBW_52210004dGw,very heavy,5,370000,21139.729118388987,27500.204180185123,3077.3522775217943,410.5,4.2,residential
DEBW_52210004dNl,DEBW_52210004dNl,very heavy,5,370000,18226.559503243592,27097.64168605245,2035.9056158539495,304.0,4.2,residential
DEBW_52210004dQ2,DEBW_52210004dQ2,very heavy,5,370000,12541.208809222286,16916.99723110398,1532.8960611702664,191.4,4.2,residential
DEBW_52210004dQC,DEBW_52210004dQC,very heavy,5,370000,43984.75485122544,57199.584039668145,6560.161838776489,863.1,4.2,residential
DEBW_52210004dvl,DEBW_52210004dvl,very heavy,5,370000,29988.66311550129,38009.11262519148,3885.207336652364,448.1,4.2,residential
DEBW_52210004e9F,DEBW_52210004e9F,very heavy,5,370000,31607.30883851678,41336.781254929796,4130.119189835506,496.2,4.2,residential
DEBW_52210004eFK,DEBW_52210004eFK,very heavy,5,370000,46901.94383609414,58207.82911006468,6834.376955692364,805.1,4.2,residential
DEBW_52210004edl,DEBW_52210004edl,very heavy,5,370000,15133.301312710562,20936.769980575526,1824.382632214072,237.7,4.2,residential
DEBW_52210004evV,DEBW_52210004evV,very heavy,5,370000,27142.27420206951,34666.840225399756,3516.6789608034896,445.0,4.2,residential
DEBW_52210004ewN,DEBW_52210004ewN__01,very heavy,5,370000,15874.188330590183,18492.66396364797,2355.638205877949,227.8,4.2,residential
DEBW_52210004f3W,DEBW_52210004f3W,very heavy,5,370000,19405.33579910877,23814.60208248133,2346.417007469676,211.9,4.2,residential
DEBW_52210004fK1,DEBW_52210004fK1,very heavy,5,370000,21422.368307742086,25783.90420131598,2779.4086197058377,272.8,4.2,residential
DEBW_52210004fgD,DEBW_52210004fgD,very heavy,5,370000,17515.91826204892,21333.783175566587,2161.6242259116016,205.6,4.2,residential
DEBW_52210004xfl,DEBW_52210004xfl,very heavy,5,370000,26910.08590402877,32919.82924093828,3586.677027369843,401.0,4.2,residential
DEBW_52210004xqq,DEBW_52210004xqq,very heavy,5,370000,22278.287320110463,29816.782769651614,3693.5302115727254,551.2,4.2,residential
DEBW_52210004xrI,DEBW_52210004xrI,very heavy,5,370000,19626.924945599963,23625.802349063353,2876.7113556457475,297.4,4.2,residential
DEBW_52210004xsG,DEBW_52210004xsG,very heavy,5,370000,11785.233625169258,16533.581478506047,1298.6378945403137,162.4,4.2,residential
DEBW_52210004xx4,DEBW_52210004xx4,very heavy,5,370000,21391.145173102643,21042.294558772315,3404.2556219591133,245.4,4.2,residential
DEBW_52210004y9B,DEBW_52210004y9B,very heavy,5,370000,24941.92244445569,30597.86560617034,3461.200237585083,388.6,4.2,residential
DEBW_52210004yBG,DEBW_52210004yBG,very heavy,5,370000,34078.09947530279,43164.26362381186,4561.525197345955,541.5,4.2,residential
DEBW_52210004ylt,DEBW_52210004ylt,very heavy,5,370000,27974.00822274618,38122.365128681195,4043.535175948651,586.1,4.2,residential
DEBW_52210004yr8,DEBW_52210004yr8,very heavy,5,370000,17304.93766724302,21085.701116953842,2114.1368305222813,202.2,4.2,residential
DEBW_52210004zAp,DEBW_52210004zAp,very heavy,5,370000,9630.922495091016,13037.046975382686,1333.295354178815,155.0,4.2,residential
DEBW_52210004zCV,DEBW_52210004zCV,very heavy,5,370000,6907.137114776211,4490.224459220019,1644.650531113909,52.4,4.2,residential
DEBW_52210004zDV,DEBW_52210004zDV,very heavy,5,370000,13736.9997737071,18643.744424064902,1621.635178204214,191.0,4.2,residential
DEBW_52210004zE4,DEBW_52210004zE4,very heavy,5,370000,15163.148646810112,17429.876103997223,2251.0230591753307,213.3,4.2,residential
DEBW_52210004zH7,DEBW_52210004zH7,very heavy,5,370000,18191.290064709574,23123.57050005112,2606.2881384276516,301.4,4.2,residential
DEBW_52210004zVF,DEBW_52210004zVF,very heavy,5,370000,34556.74061388688,44742.844737340165,4663.065589172537,578.0,4.2,residential
DEBW_52210004zyP,DEBW_52210004zyP,very heavy,5,370000,25647.324468288527,31684.343358214755,3579.0283259629164,412.4,4.2,residential
DEBW_522100050H1,DEBW_522100050H1,very heavy,5,370000,5276.787656212549,6637.136761266275,646.4508186158957,53.9,4.2,residential
DEBW_522100050Oj,DEBW_522100050Oj,very heavy,5,370000,15459.624756056734,17807.328513316992,2332.698795480454,216.4,4.2,residential
DEBW_522100050uW,DEBW_522100050uW,very heavy,5,370000,17832.214847216746,23788.97343873763,2654.4991527407387,367.1,4.2,residential
DEBW_522100050wu,DEBW_522100050wu,very heavy,5,370000,26663.637428920247,34220.57568599154,3648.816691133483,430.5,4.2,residential
DEBW_522100050y5,DEBW_522100050y5,very heavy,5,370000,19442.79933768678,23720.471265653483,2452.6285560922493,244.4,4.2,residential
DEBW_5221000518C,DEBW_5221000518C,very heavy,5,370000,24230.762605506352,38187.75610098745,2761.815989453337,548.3,4.2,residential
