HOY,HeatingDemand_sum,HeatingEnergy_sum,CoolingDemand_sum,CoolingEnergy_sum,IndoorAir_mean,OutsideTemp_mean,SolarGains_sum,COP_mean,HeatingDemand_kWh_h_sum,CoolingDemand_kWh_h_sum,HeatingDemand_Wh_m2h_sum,CoolingDemand_Wh_m2h_sum,Portfolio ID
141,2351695.6231482923,2351695.6231482923,0.0,0.0,20.0,1.76,0.0,,2351.6956231482923,0.0,31.77284371531377,-0.0,ALL_BUILDINGS
142,2315128.231632161,2315128.231632161,0.0,0.0,20.0,1.7799999999999998,0.0,,2315.128231632161,0.0,31.278795929417342,-0.0,ALL_BUILDINGS
143,2283308.8872925225,2283308.8872925225,0.0,0.0,20.0,1.76,0.0,,2283.3088872925223,0.0,30.84889715983353,-0.0,ALL_BUILDINGS
144,2249472.0810468383,2249472.0810468383,0.0,0.0,20.0,1.8399999999999999,0.0,,2249.4720810468384,0.0,30.39174124812153,-0.0,ALL_BUILDINGS
145,22232.60755553618,22232.60755553618,0.0,0.0,16.175622738654027,2.13,0.0,,22.232607555536177,0.0,0.30037610237173606,-0.0,ALL_BUILDINGS
146,85424.34080522392,85424.34080522392,0.0,0.0,16.068403431037655,1.7200000000000002,0.0,,85.42434080522392,0.0,1.1541350007933961,-0.0,ALL_BUILDINGS
147,171142.42459944639,171142.42459944639,0.0,0.0,16.02658901959027,1.62,0.0,,171.14242459944637,0.0,2.312238648715295,-0.0,ALL_BUILDINGS
148,273265.8019016152,273265.8019016152,0.0,0.0,16.00988203633949,1.36,0.0,,273.26580190161525,0.0,3.6919878283127714,-0.0,ALL_BUILDINGS
149,401208.6455213486,401208.6455213486,0.0,0.0,16.004761898873017,0.63,0.0,,401.20864552134856,0.0,5.420573762142305,-0.0,ALL_BUILDINGS
150,475976.9509682263,475976.9509682263,0.0,0.0,16.003837604415697,1.02,0.0,,475.9769509682263,0.0,6.430739219116789,-0.0,ALL_BUILDINGS
151,563572.5400757282,563572.5400757282,0.0,0.0,16.002596927335365,0.9199999999999999,0.0,,563.5725400757282,0.0,7.6142091101469855,-0.0,ALL_BUILDINGS
152,2975762.706246675,2975762.706246675,0.0,0.0,20.0,0.52,0.0,,2975.762706246675,0.0,40.20437103712412,-0.0,ALL_BUILDINGS
153,2884979.6647088323,2884979.6647088323,0.0,0.0,20.0,0.84,0.0,,2884.9796647088324,0.0,38.977836717635434,-0.0,ALL_BUILDINGS
154,2730601.522839287,2730601.522839287,0.0,0.0,20.0,2.08,222513.07939918924,,2730.6015228392866,0.0,36.89209376416807,-0.0,ALL_BUILDINGS
155,2589841.358055353,2589841.358055353,0.0,0.0,20.0,2.55,524246.5460625414,,2589.8413580553533,0.0,34.99033799569219,-0.0,ALL_BUILDINGS
156,2428206.1461440106,2428206.1461440106,0.0,0.0,20.0,3.4400000000000004,696371.7569497809,,2428.2061461440107,0.0,32.80654759509795,-0.0,ALL_BUILDINGS
157,2261937.822361513,2261937.822361513,0.0,0.0,20.0,4.1,946086.7622971901,,2261.937822361513,0.0,30.560161024340896,-0.0,ALL_BUILDINGS
158,2071549.0655611877,2071549.0655611877,0.0,0.0,20.0,5.46,1004735.4953240495,,2071.5490655611875,0.0,27.987892676589595,-0.0,ALL_BUILDINGS
159,1939315.370968443,1939315.370968443,0.0,0.0,20.0,5.99,874381.5621902279,,1939.3153709684432,0.0,26.201334726301283,-0.0,ALL_BUILDINGS
160,1863961.3535014098,1863961.3535014098,0.0,0.0,20.0,6.07,556568.9660544003,,1863.9613535014098,0.0,25.18325594232334,-0.0,ALL_BUILDINGS
161,1884317.396778726,1884317.396778726,0.0,0.0,20.0,4.78,222872.4357201505,,1884.317396778726,0.0,25.458278515544986,-0.0,ALL_BUILDINGS
162,1905891.7676948537,1905891.7676948537,0.0,0.0,20.0,3.9400000000000004,0.0,,1905.8917676948538,0.0,25.749761439026667,-0.0,ALL_BUILDINGS
163,1946007.546033298,1946007.546033298,0.0,0.0,20.0,2.6900000000000004,0.0,,1946.0075460332978,0.0,26.29175009738851,-0.0,ALL_BUILDINGS
164,1945454.5355631225,1945454.5355631225,0.0,0.0,20.0,2.47,0.0,,1945.4545355631226,0.0,26.28427858829147,-0.0,ALL_BUILDINGS
165,1985296.72768202,1985296.72768202,0.0,0.0,20.0,1.46,0.0,,1985.29672768202,0.0,26.82257092978698,-0.0,ALL_BUILDINGS
