Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type
DEBW_52210004dvl,DEBW_52210004dvl,heavy,4,260000,19729.38362861927,11418.130158524342,8195.308571365047,448.1,4.2,residential
DEBW_52210004e9F,DEBW_52210004e9F,heavy,4,260000,20794.282130603147,12642.875602652237,8669.404775644618,496.2,4.2,residential
DEBW_52210004eFK,DEBW_52210004eFK,heavy,4,260000,30856.54199743035,18037.95731035124,13609.449454118318,805.1,4.2,residential
DEBW_52210004edl,DEBW_52210004edl,heavy,4,260000,9956.119284678003,5776.53132240789,4270.288263266918,237.7,4.2,residential
DEBW_52210004evV,DEBW_52210004evV,heavy,4,260000,17856.75934346678,9983.96136391365,7702.188552288672,445.0,4.2,residential
DEBW_52210004ewN,DEBW_52210004ewN__01,heavy,4,260000,10443.544954335646,5589.684056071861,4486.912377389539,227.8,4.2,residential
DEBW_52210004f3W,DEBW_52210004f3W,heavy,4,260000,12766.668288887347,6255.047268116715,5223.292731932165,211.9,4.2,residential
DEBW_52210004fK1,DEBW_52210004fK1,heavy,4,260000,14093.663360356637,7409.719275802912,5819.382812369126,272.8,4.2,residential
DEBW_52210004fgD,DEBW_52210004fgD,heavy,4,260000,11523.630435558498,6000.515833508741,4648.5917691713885,205.6,4.2,residential
DEBW_52210004xfl,DEBW_52210004xfl,heavy,4,260000,17704.003884229456,9161.12390559231,7747.165723572181,401.0,4.2,residential
DEBW_52210004xqq,DEBW_52210004xqq,heavy,4,260000,14656.767973756883,10080.914234760776,7040.605666304567,551.2,4.2,residential
DEBW_52210004xrI,DEBW_52210004xrI,heavy,4,260000,12912.450622105238,7349.97052143116,5513.9667501683625,297.4,4.2,residential
DEBW_52210004xsG,DEBW_52210004xsG,heavy,4,260000,7753.443174453459,4329.16898542043,3207.533506710652,162.4,4.2,residential
DEBW_52210004xx4,DEBW_52210004xx4,heavy,4,260000,14073.121824409633,6916.6301532060315,5750.652214256392,245.4,4.2,residential
DEBW_52210004y9B,DEBW_52210004y9B,heavy,4,260000,16409.159502931376,8927.204086075082,7180.249785867952,388.6,4.2,residential
DEBW_52210004yBG,DEBW_52210004yBG,heavy,4,260000,22419.802286383416,13249.183101263621,9431.206150366314,541.5,4.2,residential
DEBW_52210004ylt,DEBW_52210004ylt,heavy,4,260000,18403.952778122486,13324.419756750183,7827.435299480736,586.1,4.2,residential
DEBW_52210004yr8,DEBW_52210004yr8,heavy,4,260000,11384.82741265988,5895.886028541868,4578.413824958239,202.2,4.2,residential
DEBW_52210004zAp,DEBW_52210004zAp,heavy,4,260000,6336.133220454614,3994.6382304118097,2684.374523872953,155.0,4.2,residential
DEBW_52210004zCV,DEBW_52210004zCV,heavy,4,260000,4544.169154458033,1023.0132121266074,2407.1466840575554,52.4,4.2,residential
DEBW_52210004zDV,DEBW_52210004zDV,heavy,4,260000,9037.499851123095,5007.412829856867,3795.2971547258944,191.0,4.2,residential
DEBW_52210004zE4,DEBW_52210004zE4,heavy,4,260000,9975.755688690866,5018.1158748088665,4375.560289464305,213.3,4.2,residential
