Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type
DEBW_52210005hJf,DEBW_52210005hJf,light,2,110000,18633.188481871413,22338.262308020963,3586.083654967743,181.4,4.2,residential
DEBW_52210005jPg,DEBW_52210005jPg,light,2,110000,22600.44365406613,28919.600137584213,4214.056993317269,333.6,4.2,residential
DEBW_52210005k39,DEBW_52210005k39,light,2,110000,26983.745667510546,32429.192974566322,5809.529878996077,525.2,4.2,residential
DEBW_52210005k3y,DEBW_52210005k3y,light,2,110000,20318.043718611818,25954.423132670665,3866.492957806714,326.4,4.2,residential
DEBW_52210005xLD,DEBW_52210005xLD,light,2,110000,21678.876112811853,26527.19647746911,4114.28908380068,317.3,4.2,residential
DEBW_52210005xM5,DEBW_52210005xM5,light,2,110000,25937.56650239412,31824.18135159424,4943.002119512132,380.5,4.2,residential
DEBW_52210005xO2,DEBW_52210005xO2,light,2,110000,13529.108368564679,18605.773888553707,2453.787600995699,223.3,4.2,residential
DEBW_52210005xRe,DEBW_52210005xRe,light,2,110000,6553.418406681778,7505.810643973679,1296.7490440587385,76.6,4.2,residential
DEBW_52210005xix,DEBW_52210005xix,light,2,110000,17207.248102681577,21520.14282741196,3204.449876942115,202.1,4.2,residential
DEBW_52210005xzK,DEBW_52210005xzK,light,2,110000,14148.283499912468,20257.36400866677,2513.6668997563183,230.0,4.2,residential
DEBW_52210005y1r,DEBW_52210005y1r,light,2,110000,25639.926644115283,33059.97917604477,4648.063685435665,356.9,4.2,residential
DEBW_52210005y86,DEBW_52210005y86,light,2,110000,20934.17070288029,25597.35704444596,3931.318976513161,283.8,4.2,residential
DEBW_52210005yG0,DEBW_52210005yG0,light,2,110000,28415.90044563682,36465.62187769723,5169.229042861243,423.5,4.2,residential
DEBW_52210005yIg,DEBW_52210005yIg,light,2,110000,16768.529353380207,23395.40136106748,3211.6062559455077,309.5,4.2,residential
DEBW_52210005yi4,DEBW_52210005yi4,light,2,110000,7712.561685026061,10053.752919673145,1685.7992286803465,136.3,4.2,residential
DEBW_52210005yjZ,DEBW_52210005yjZ,light,2,110000,26955.928096568103,33223.098809227115,5264.326012226166,423.5,4.2,residential
DEBW_52210005ylp,DEBW_52210005ylp,light,2,110000,18998.381738112108,26784.71823597907,3619.1115913602866,386.7,4.2,residential
DEBW_52210005ynV,DEBW_52210005ynV,light,2,110000,7915.426811572833,6603.622302976478,2040.9059269647817,84.6,4.2,residential
DEBW_52210005yqw,DEBW_52210005yqw,light,2,110000,28192.088818386743,34182.58896497837,5443.5007479009755,419.1,4.2,residential
DEBW_52210005yrw,DEBW_52210005yrw,light,2,110000,35521.60509769827,45627.22489374287,6722.431208493853,605.2,4.2,residential
DEBW_52210005zVK,DEBW_52210005zVK,light,2,110000,20846.107500015078,20589.30773252733,4714.108672737694,299.3,4.2,residential
DEBW_52210005zd7,DEBW_52210005zd7,light,2,110000,17737.67711805773,21547.690377946365,3747.020647706267,338.7,4.2,residential
DEBW_52210005zmV,DEBW_52210005zmV,light,2,110000,25640.966878771498,34222.92021979951,5521.6200424683875,641.1,4.2,residential
DEBW_522100060Iy,DEBW_522100060Iy,light,2,110000,23936.88230154787,29837.07213073804,4668.881093689915,385.1,4.2,residential
DEBW_522100060Oq,DEBW_522100060Oq,light,2,110000,14895.611736992169,21146.52803781759,2721.570337815745,294.6,4.2,residential
DEBW_522100060XU,DEBW_522100060XU,light,2,110000,12522.407143139517,17330.128949172147,2197.5726962428744,169.3,4.2,residential
DEBW_522100060Xf,DEBW_522100060Xf,light,2,110000,28341.129416056876,34763.11210038261,5660.710490832219,482.1,4.2,residential
DEBW_522100060Xq,DEBW_522100060Xq,light,2,110000,12793.400114314292,18333.327373609096,2166.6254988663504,167.8,4.2,residential
DEBW_522100060vu,DEBW_522100060vu,light,2,110000,16600.958201040346,20967.53499166532,3255.6023872998758,297.7,4.2,residential
DEBW_5221000619W,DEBW_5221000619W,light,2,110000,16336.898759811149,21818.700984523515,3237.686745290641,304.2,4.2,residential
DEBW_5221000629z,DEBW_5221000629z,light,2,110000,12183.940818475548,13783.992283481271,2860.836135836665,77.5,4.2,residential
DEBW_522100063eT,DEBW_522100063eT,light,2,110000,71462.38459352538,134280.47587909093,14377.6661921521,3143.4,4.2,residential
DEBW_5221000647b,DEBW_5221000647b,light,2,110000,22576.548909116173,27422.791543731957,4517.652858857283,334.4,4.2,residential
DEBW_522100064GG,DEBW_522100064GG,light,2,110000,26260.041981186885,32057.605444158526,5000.353650397784,350.2,4.2,residential
DEBW_52210006GkA,DEBW_52210006GkA,light,2,110000,22062.182137326578,27863.925934484796,4257.69118167371,360.6,4.2,residential
DEBW_52210006HCZ,DEBW_52210006HCZ,light,2,110000,31266.526481146724,41020.06990818959,5934.438315025088,550.0,4.2,residential
DEBW_52210006HXy,DEBW_52210006HXy,light,2,110000,15658.76844493969,18524.204912806228,3275.715913941424,192.3,4.2,residential
DEBW_52210006Hkl,DEBW_52210006Hkl,light,2,110000,16872.44241933145,24770.76276264001,2950.7243877975156,316.7,4.2,residential
DEBW_52210006Hwg,DEBW_52210006Hwg,light,2,110000,49970.062718442845,45652.293814122924,12205.52481542628,851.2,4.2,residential
DEBW_52210006I2P,DEBW_52210006I2P,light,2,110000,22695.631651136802,28233.2492000338,4249.030910586222,311.4,4.2,residential
DEBW_52210006I2R,DEBW_52210006I2R,light,2,110000,34873.5700876495,45522.53733576085,6480.036827044617,581.3,4.2,residential
DEBW_52210006Id7,DEBW_52210006Id7,light,2,110000,20738.92041899255,26439.453921183605,3678.101108829846,239.4,4.2,residential
DEBW_52210006IeR,DEBW_52210006IeR,light,2,110000,13568.557341687236,16708.71586776459,2571.992084203471,136.9,4.2,residential
DEBW_52210006InL,DEBW_52210006InL,light,2,110000,21635.69425247529,26870.11547303423,4028.9091690717637,246.9,4.2,residential
DEBW_52210006Iok,DEBW_52210006Iok,light,2,110000,16701.638668265605,22159.359851165154,3125.5125951943887,246.1,4.2,residential
DEBW_52210006Isp,DEBW_52210006Isp,light,2,110000,19626.98868462319,23757.708061212343,3725.8875605833205,212.9,4.2,residential
DEBW_52210006IxM,DEBW_52210006IxM,light,2,110000,64618.068510333294,83737.89583277077,13466.885329653143,1406.2,4.2,residential
DEBW_52210006J1X,DEBW_52210006J1X,light,2,110000,15800.030049770503,14909.21149824104,3638.9657875848866,211.3,4.2,residential
DEBW_52210006J9b,DEBW_52210006J9b,light,2,110000,37794.67452229868,46626.1710902012,7413.678386792086,615.6,4.2,residential
DEBW_52210006JsB,DEBW_52210006JsB,light,2,110000,25638.696213539257,33366.90464278305,4706.469063402087,434.9,4.2,residential
DEBW_52210006KHx,DEBW_52210006KHx,light,2,110000,26945.057715291186,33030.45599808989,5064.346849465479,399.6,4.2,residential
DEBW_52210006KZK,DEBW_52210006KZK,light,2,110000,17700.247229298042,21765.499186849538,3303.3636943975066,207.8,4.2,residential
DEBW_52210006KbP,DEBW_52210006KbP,light,2,110000,20758.505257117584,25556.631519096816,3868.3178335052057,285.1,4.2,residential
DEBW_52210006KcE,DEBW_52210006KcE,light,2,110000,23293.365213897963,29865.817182611518,4505.098739696833,399.2,4.2,residential
