Building ID,Building ID [filename],Thermal class,Thermal class index,Usage type,Latitude [deg],Longitude [deg],Heated area [m2],Heated volume [m3],Window area [m2],Window-to-Wall ratio [-],U walls [W/m2K],U windows [W/m2K],Internal gains [W/m2],ACH ventilation [1/h],ACH infiltration [1/h],Ventilation efficiency [-],Thermal capacitance [J/m2K],Heating setpoint day [C],Heating setpoint night [C],Cooling setpoint [C],Summer start day-of-year,Summer end day-of-year,Max heating energy per floor area [W/m2],Max cooling energy per floor area [W/m2]
DEBW_52210003u4h,DEBW_52210003u4h,medium,3,residential,48.77321,9.20852,225.6,704.9,45.24999999999999,0.2202053627913767,0.12722729265473678,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003uBM,DEBW_52210003uBM,medium,3,residential,48.77445,9.20508,581.4,1816.9,118.66000000000003,0.20921785739473872,0.1257695846685915,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003uZg,DEBW_52210003uZg,medium,3,residential,48.77184,9.20951,311.6,973.9,81.03999999999999,0.21106914962885795,0.12603168015494223,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003udj,DEBW_52210003udj,medium,3,residential,48.77434,9.20906,126.9,396.6,38.58,0.17464916251697601,0.12610736465119823,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003uss,DEBW_52210003uss,medium,3,residential,48.77453,9.2042,426.3,1332.1,64.59,0.17999665589120498,0.11202470059880239,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003uzO,DEBW_52210003uzO,medium,3,residential,48.77237,9.20993,414.7,1295.9,93.44999999999999,0.21098618260633975,0.1260212,0.91,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003v4C,DEBW_52210003v4C,medium,3,residential,48.77366,9.20454,238.3,744.7,65.47,0.2699905150727865,0.11111738508032447,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003vBM,DEBW_52210003vBM,medium,3,residential,48.77166,9.2056,376.4,1176.1,95.44999999999999,0.2053438891637803,0.12518747243052492,0.9100000000000004,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003xIr,DEBW_52210003xIr,medium,3,residential,48.77084,9.20872,191.6,598.6,62.14,0.3027232425585814,0.12733082540385043,0.9099999999999999,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003xN2,DEBW_52210003xN2,medium,3,residential,48.77093,9.20943,317.1,990.8,90.53,0.2023468931604828,0.12470273050709417,0.9100000000000001,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210003xXe,DEBW_52210003xXe,medium,3,residential,48.77071,9.21008,697.5,2179.6,129.97000000000003,0.20864972467932769,0.1256896927118865,0.9099999999999998,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004EqD,DEBW_52210004EqD,medium,3,residential,48.7732,9.20439,299.0,934.3,77.17,0.20653017529773854,0.1253716541260639,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004FOx,DEBW_52210004FOx,medium,3,residential,48.77197,9.21242,228.5,714.2,50.15,0.1711545681034777,0.1256452995241895,0.9100000000000001,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004FT7,DEBW_52210004FT7,medium,3,residential,48.77355,9.20728,431.0,1346.7,86.58000000000001,0.21423799272511324,0.12646996165317428,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Faf,DEBW_52210004Faf,medium,3,residential,48.77325,9.20744,203.9,637.3,69.16999999999999,0.20305298693673857,0.1248191019403903,0.9100000000000004,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Fca,DEBW_52210004Fca,medium,3,residential,48.77463,9.20758,74.2,231.8,27.000000000000007,0.17517679880620257,0.12616723790871007,0.9099999999999998,4.2,0.3,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004FnA,DEBW_52210004FnA,medium,3,residential,48.77271,9.2114,211.4,660.5,59.93,0.21750807534569735,0.12689242180138005,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004G6k,DEBW_52210004G6k,medium,3,residential,48.77283,9.20734,349.6,1092.5,79.07000000000001,0.21310370849504098,0.12631240916975295,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004GDQ,DEBW_52210004GDQ,medium,3,residential,48.77164,9.20529,408.0,1275.1,72.52999999999999,0.21504388045540795,0.126582028280371,0.9100000000000003,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004GPg,DEBW_52210004GPg,medium,3,residential,48.77165,9.20901,338.7,1058.6,67.59,0.21301607311692408,0.1263060049355635,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Gqv,DEBW_52210004Gqv,medium,3,residential,48.77244,9.20731,157.9,493.3,45.36,0.17227497151538168,0.12579038304808476,0.9099999999999998,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004H20,DEBW_52210004H20,medium,3,residential,48.77459,9.20432,1241.4,3394.4,200.96,0.19860258728888097,0.12406058044796509,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HIN,DEBW_52210004HIN,medium,3,residential,48.77295,9.20828,286.3,894.6,87.36,0.2999279019466475,0.12689692841537076,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HiD,DEBW_52210004HiD,medium,3,residential,48.77309,9.20867,400.2,1250.6,92.16,0.21048784944271878,0.12595196488804,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Hls,DEBW_52210004Hls,medium,3,residential,48.77182,9.21298,275.0,859.3,56.02,0.16893848009650184,0.12534655571212078,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HpC,DEBW_52210004HpC,medium,3,residential,48.7715,9.21319,288.0,900.1,77.13,0.20764012275884344,0.12553376585078146,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HrR,DEBW_52210004HrR,medium,3,residential,48.77163,9.211,466.7,1458.4,101.34999999999998,0.20884419625378636,0.1257205020920502,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HxR,DEBW_52210004HxR,medium,3,residential,48.77285,9.20841,227.6,711.1,60.64,0.21828653707703383,0.12699484968259672,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Hxc,DEBW_52210004Hxc,medium,3,residential,48.77323,9.20802,358.6,1120.7,78.17000000000002,0.21137310042723492,0.1260774298262364,0.9099999999999997,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004I04,DEBW_52210004I04,medium,3,residential,48.77155,9.2112,376.1,1175.3,89.71,0.20902164542510313,0.12574302332906373,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004IZi,DEBW_52210004IZi,medium,3,residential,48.77253,9.20949,139.8,436.9,49.19000000000001,0.2117338154269973,0.12613544308589167,0.9099999999999997,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Ihn,DEBW_52210004Ihn,medium,3,residential,48.77212,9.20794,527.7,1649.0,121.92,0.21063543070384574,0.1259801469798555,0.91,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004IuQ,DEBW_52210004IuQ,medium,3,residential,48.77222,9.20957,311.8,974.2,71.56,0.22146570933399357,0.12737718902102463,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004KwN,DEBW_52210004KwN,medium,3,residential,48.77107,9.20806,215.7,674.0,59.11000000000001,0.21682194996698703,0.126806525366125,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004L5J,DEBW_52210004L5J,medium,3,residential,48.77099,9.20827,561.8,1755.5,105.28,0.2139272143539309,0.1264253631833813,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004L7q,DEBW_52210004L7q,medium,3,residential,48.77128,9.21126,220.3,688.4,50.98,0.1757506808701348,0.1262449660568404,0.9100000000000003,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Lja,DEBW_52210004Lja,medium,3,residential,48.7713,9.21027,472.1,1475.3,101.9,0.2118370995572002,0.1261426561157916,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004bgQ,DEBW_52210004bgQ,medium,3,residential,48.77271,9.20771,403.9,1262.3,90.33,0.21402170307539214,0.12644035234727874,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004cUQ,DEBW_52210004cUQ,medium,3,residential,48.77146,9.2134,249.0,778.0,59.26999999999999,0.16585051906987153,0.12489753527370366,0.9100000000000003,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004caM,DEBW_52210004caM,medium,3,residential,48.77169,9.20599,888.6,2251.2,184.45,0.2989804353816478,0.1267473608408537,0.9100000000000003,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004d3g,DEBW_52210004d3g,medium,3,residential,48.77165,9.20671,340.8,1065.0,63.01,0.21837526859360917,0.12700377445472094,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dF4,DEBW_52210004dF4,medium,3,residential,48.77298,9.2053,136.9,427.9,53.440000000000005,0.2965758366169044,0.12635262449528936,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dGw,DEBW_52210004dGw,medium,3,residential,48.77258,9.20702,410.5,1282.7,75.28000000000002,0.21750939034960998,0.1268896742024495,0.9099999999999998,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dNl,DEBW_52210004dNl,medium,3,residential,48.77148,9.20724,304.0,950.1,63.05,0.16447110995174122,0.12469295101553167,0.9099999999999999,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dQ2,DEBW_52210004dQ2,medium,3,residential,48.77108,9.2117,191.4,598.1,42.5,0.18429382940895886,0.12725153332655623,0.9100000000000001,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dQC,DEBW_52210004dQC,medium,3,residential,48.77239,9.20822,863.1,2697.3,149.29,0.22223049212539822,0.12747116514399445,0.9100000000000001,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dvl,DEBW_52210004dvl,medium,3,residential,48.77232,9.20752,448.1,1400.3,106.72999999999999,0.2105128205128205,0.12595888729084082,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004e9F,DEBW_52210004e9F,medium,3,residential,48.7749,9.2064,496.2,1550.5,113.82,0.20299987515382828,0.12481041486089162,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004eFK,DEBW_52210004eFK,medium,3,residential,48.77434,9.20478,805.1,2515.8,159.87999999999997,0.21177000410612337,0.12613409448360227,0.9100000000000003,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004edl,DEBW_52210004edl,medium,3,residential,48.77313,9.20783,237.7,743.0,51.34,0.17257722948670545,0.12583594671576948,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004evV,DEBW_52210004evV,medium,3,residential,48.77273,9.20456,445.0,1390.7,98.53000000000002,0.20878096327845233,0.12570635634581886,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004ewN,DEBW_52210004ewN__01,medium,3,residential,48.77353,9.20447,227.8,712.0,51.96,0.21925900919908853,0.12711156002925705,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004f3W,DEBW_52210004f3W,medium,3,residential,48.77314,9.20391,211.9,662.1,71.51,0.19577298984312977,0.12354423997983362,0.9099999999999999,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004fK1,DEBW_52210004fK1,medium,3,residential,48.77229,9.20937,272.8,852.6,75.3,0.21800179496829852,0.1269571935585118,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004fgD,DEBW_52210004fgD,medium,3,residential,48.7726,9.2088,205.6,642.3,62.81,0.2103412477813871,0.1259320466545357,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xfl,DEBW_52210004xfl,medium,3,residential,48.77327,9.20391,401.0,1253.1,96.14,0.21059779632428643,0.12596744675051594,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xqq,DEBW_52210004xqq,medium,3,residential,48.77174,9.21166,551.2,1722.5,77.28,0.22385076615589605,0.12764951257173146,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xrI,DEBW_52210004xrI,medium,3,residential,48.77372,9.20763,297.4,929.4,65.80000000000001,0.22474212719448056,0.12775827198446726,0.9099999999999998,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xsG,DEBW_52210004xsG,medium,3,residential,48.77335,9.2076,162.4,507.4,41.220000000000006,0.1664176995437846,0.12498181553680535,0.9099999999999998,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xx4,DEBW_52210004xx4,medium,3,residential,48.7734,9.20691,245.4,766.9,76.38999999999999,0.30574344606764053,0.1277668465037554,0.9100000000000004,4.2,0.47,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004y9B,DEBW_52210004y9B,medium,3,residential,48.77213,9.20977,388.6,1214.5,87.64,0.2170327629330626,0.12683612290781912,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004yBG,DEBW_52210004yBG,medium,3,residential,48.77155,9.20933,541.5,1692.3,120.05000000000001,0.21106207915047737,0.12603209188676015,0.9099999999999998,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004ylt,DEBW_52210004ylt,medium,3,residential,48.77168,9.20994,586.1,1831.4,96.97000000000001,0.21348685658931796,0.12636788582985137,0.9099999999999997,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004yr8,DEBW_52210004yr8,medium,3,residential,48.77098,9.21145,202.2,631.9,62.28,0.20838491651888782,0.1256468589801923,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zAp,DEBW_52210004zAp,medium,3,residential,48.77278,9.20907,155.0,484.5,35.36,0.21434200157604408,0.12648558469318597,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zCV,DEBW_52210004zCV,medium,3,residential,48.77471,9.20457,52.4,96.1,20.14,0.3477209944751381,0.13189444325252092,0.91,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zDV,DEBW_52210004zDV,medium,3,residential,48.77289,9.20675,191.0,596.9,46.48,0.17594730665859104,0.12627211098849128,0.9100000000000004,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zE4,DEBW_52210004zE4,medium,3,residential,48.77372,9.20458,213.3,666.4,50.05,0.21794034400174173,0.12695146759662887,0.9100000000000001,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zH7,DEBW_52210004zH7,medium,3,residential,48.77272,9.2072,301.4,941.9,63.99999999999999,0.22215279947238706,0.12746139212175467,0.9100000000000001,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zVF,DEBW_52210004zVF,medium,3,residential,48.77173,9.20884,578.0,1806.2,121.32999999999998,0.20663873560869264,0.12538618396285606,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zyP,DEBW_52210004zyP,medium,3,residential,48.77158,9.20701,412.4,1288.8,90.25,0.20738068429881204,0.12549971624944828,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050H1,DEBW_522100050H1,medium,3,residential,48.77338,9.20947,53.9,116.1,18.249999999999996,0.1712328767123287,0.12565838610163987,0.9100000000000003,4.2,0.5,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050Oj,DEBW_522100050Oj,medium,3,residential,48.77327,9.20845,216.4,676.1,50.65,0.2133709663830146,0.12635762557077626,0.9099999999999999,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050uW,DEBW_522100050uW,medium,3,residential,48.77213,9.21068,367.1,906.4,60.629999999999995,0.1633659364643117,0.12452375018691125,0.91,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050wu,DEBW_522100050wu,medium,3,residential,48.77453,9.20528,430.5,1345.2,96.83,0.2035954583683768,0.12490234375,0.9100000000000003,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050y5,DEBW_522100050y5,medium,3,residential,48.77387,9.20408,244.4,763.7,69.32000000000001,0.205520471997391,0.12522034085268327,0.9099999999999999,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_5221000518C,DEBW_5221000518C,medium,3,residential,48.77497,9.20527,548.3,1482.5,98.42,0.1800025604916144,0.11360275150472915,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100051DN,DEBW_522100051DN,medium,3,residential,48.77282,9.20901,163.8,511.8,39.17,0.21073868833055362,0.1259918835044163,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100051Hd,DEBW_522100051Hd,medium,3,residential,48.77469,9.20432,311.1,972.2,35.989999999999995,0.2594621872972388,0.1308195549200107,0.9100000000000001,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100053Xz,DEBW_522100053Xz,medium,3,residential,48.7714,9.21225,69.2,142.7,19.83,0.27001633986928103,0.1076658611599297,0.9100000000000001,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100054BV,DEBW_522100054BV,medium,3,residential,48.7709,9.20844,216.2,675.7,49.559999999999995,0.22054111783552863,0.12725877432260413,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100054Ih,DEBW_522100054Ih,medium,3,residential,48.77124,9.21071,697.1,2178.5,109.72,0.22536252721521585,0.12782653604686822,0.91,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005J24,DEBW_52210005J24,medium,3,residential,48.77442,9.20422,559.7,1553.9,116.68,0.19413663438820672,0.1232298050621516,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JLO,DEBW_52210005JLO,medium,3,residential,48.77399,9.20412,251.3,785.4,71.78,0.20517364584822065,0.12515931045524895,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JMk,DEBW_52210005JMk,medium,3,residential,48.77167,9.21199,255.3,797.9,55.55,0.16309932763733523,0.12448255212586422,0.9100000000000001,4.2,0.48,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JOp,DEBW_52210005JOp,medium,3,residential,48.77364,9.20745,371.7,1161.6,74.66,0.21533225657591137,0.12661517268523076,0.9100000000000001,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JfZ,DEBW_52210005JfZ,medium,3,residential,48.77119,9.20784,400.9,1253.0,90.07,0.21236413363827128,0.12621608797012646,0.9100000000000001,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Jkv,DEBW_52210005Jkv,medium,3,residential,48.7716,9.21262,253.5,792.2,46.419999999999995,0.1400132714001327,0.11347632770687524,0.91,4.2,0.38,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JtI,DEBW_52210005JtI,medium,3,residential,48.77207,9.21167,601.6,1880.0,124.78999999999999,0.20810819825228466,0.12561017000515168,0.9100000000000001,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005K5d,DEBW_52210005K5d,medium,3,residential,48.77332,9.20673,183.4,573.2,44.14,0.1716908475631102,0.12571907588103143,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005K93,DEBW_52210005K93,medium,3,residential,48.77201,9.20813,426.0,1331.4,98.30000000000001,0.21133876550641756,0.12607591573353574,0.91,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KEF,DEBW_52210005KEF,medium,3,residential,48.77072,9.21047,2050.4,6407.4,282.49999999999994,0.21335246582584394,0.12635282711091606,0.9100000000000004,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KUx,DEBW_52210005KUx,medium,3,residential,48.77259,9.20458,352.9,1102.9,91.74,0.20742985054378543,0.12550090999338184,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KXK,DEBW_52210005KXK,medium,3,residential,48.77242,9.2042,176.3,550.8,43.449999999999996,0.20739856801909307,0.12551173545065875,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Kf7,DEBW_52210005Kf7,medium,3,residential,48.77332,9.20444,232.7,727.1,76.73999999999998,0.19757981462409882,0.12388146156034235,0.9100000000000001,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KyO,DEBW_52210005KyO,medium,3,residential,48.77177,9.21056,406.1,1269.1,97.44000000000001,0.21090452587606331,0.12601250767341926,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005L39,DEBW_52210005L39,medium,3,residential,48.7708,9.2117,457.2,1428.9,107.13000000000001,0.20927915608517292,0.12578033057560906,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005L4M,DEBW_52210005L4M,medium,3,residential,48.77176,9.2132,226.6,708.0,57.56,0.21251615285213216,0.12624246137968848,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005LJS,DEBW_52210005LJS,medium,3,residential,48.77268,9.2092,300.0,937.3,72.72000000000001,0.2078605116478491,0.12557253299320617,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005LZh,DEBW_52210005LZh,medium,3,residential,48.77162,9.21017,313.7,980.2,75.39999999999999,0.21214934863959933,0.12619007693825213,0.9100000000000001,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
